Time	Simple_Euler_X	Modified_Euler_X	Analytical_X
5.1	0.466916	0.379946	0.377978
5.2	0.587044	0.470432	0.468517
5.3	0.702502	0.556213	0.554374
5.4	0.81209	0.636432	0.634693
5.5	0.914654	0.710287	0.70867
5.6	1.0091	0.777038	0.775566
5.7	1.09439	0.83602	0.834713
5.8	1.1696	0.886641	0.88552
5.9	1.23386	0.928396	0.927478
6	1.28642	0.960867	0.96017
6.1	1.32665	0.983729	0.983268
6.2	1.35401	0.996754	0.996542
6.3	1.36811	0.999811	0.999859
6.4	1.36866	0.99287	0.993185
6.5	1.35554	0.976001	0.976588
6.6	1.32872	0.949371	0.950233
6.7	1.28836	0.913248	0.914383
6.8	1.2347	0.867992	0.869397
6.9	1.16816	0.814057	0.815725
7	1.08928	0.751981	0.753902
7.1	0.998711	0.682385	0.684547
7.2	0.897251	0.605965	0.608351
7.3	0.785804	0.523485	0.526078
7.4	0.665385	0.435771	0.438547
7.5	0.537107	0.343699	0.346635
7.6	0.402176	0.24819	0.25126
7.7	0.261874	0.150199	0.153374
7.8	0.117549	0.0507062	0.0539554
7.9	-0.0293934	-0.0492938	-0.0460021
8	-0.177512	-0.148801	-0.1455
8.1	-0.325336	-0.24682	-0.243544
8.2	-0.471385	-0.342371	-0.339155
8.3	-0.614181	-0.434498	-0.431377
8.4	-0.752263	-0.52228	-0.519289
8.5	-0.884204	-0.604839	-0.602012
8.6	-1.00862	-0.68135	-0.67872
8.7	-1.1242	-0.751048	-0.748647
8.8	-1.22969	-0.813235	-0.811093
8.9	-1.32393	-0.867289	-0.865435
9	-1.40588	-0.912671	-0.91113
9.1	-1.4746	-0.948926	-0.947722
9.2	-1.52925	-0.975692	-0.974844
9.3	-1.56915	-0.992701	-0.992225
9.4	-1.59377	-0.999783	-0.999693
9.5	-1.60269	-0.996867	-0.997172
9.6	-1.59567	-0.983982	-0.984688
9.7	-1.57263	-0.961257	-0.962365
9.8	-1.53363	-0.92892	-0.930426
9.9	-1.47891	-0.887294	-0.889191
10	-1.40885	-0.836795	-0.839072
10.1	-1.324	-0.777928	-0.780568
10.2	-1.22506	-0.711281	-0.714266
10.3	-1.11288	-0.637522	-0.640826
10.4	-0.988448	-0.557388	-0.560984
10.5	-0.85289	-0.471679	-0.475537
10.6	-0.707447	-0.381254	-0.385338
10.7	-0.553475	-0.287017	-0.291289
10.8	-0.392429	-0.189909	-0.19433
10.9	-0.225848	-0.0909018	-0.0954289
11	-0.0553422	0.00901409	0.0044257
11.1	0.117422	0.10884	0.104236
11.2	0.290739	0.207577	0.203005
11.3	0.462882	0.304239	0.299745
11.4	0.632118	0.397858	0.393491
11.5	0.796724	0.487499	0.483305
11.6	0.95501	0.572264	0.56829
11.7	1.10533	0.651307	0.647596
11.8	1.2461	0.723837	0.720432
11.9	1.37581	0.789129	0.78607
12	1.49307	0.846529	0.843854
12.1	1.59656	0.895464	0.893206
12.2	1.68513	0.935445	0.933634
12.3	1.75773	0.96607	0.964733
12.4	1.81348	0.987036	0.986192
12.5	1.85165	0.998131	0.997798
12.6	1.87168	0.999244	0.999435
12.7	1.8732	0.990365	0.991085
12.8	1.85601	0.971583	0.972833
12.9	1.82008	0.943084	0.94486
13	1.76559	0.905155	0.907447
13.1	1.6929	0.858174	0.860967
13.2	1.60255	0.802612	0.805884
13.3	1.49528	0.739023	0.742749
13.4	1.37198	0.668044	0.672193
13.5	1.23372	0.590385	0.594921
13.6	1.08175	0.506822	0.511704
13.7	0.917442	0.41819	0.423375
13.8	0.742315	0.325377	0.330815
13.9	0.558013	0.22931	0.23495
14	0.366288	0.13095	0.136737
14.1	0.168982	0.0312802	0.0371584
14.2	-0.0319855	-0.0687022	-0.0627917
14.3	-0.234643	-0.167998	-0.162114
14.4	-0.436981	-0.265613	-0.259817
14.5	-0.636973	-0.360572	-0.354924
14.6	-0.832595	-0.451926	-0.446485
14.7	-1.02185	-0.53876	-0.533584
14.8	-1.20277	-0.620207	-0.615352
14.9	-1.37348	-0.695452	-0.690972
15	-1.53216	-0.763742	-0.759688
15.1	-1.67711	-0.824395	-0.820813
15.2	-1.80673	-0.876803	-0.873737
15.3	-1.91958	-0.920444	-0.917931
15.4	-2.01437	-0.95488	-0.952953
15.5	-2.08996	-0.979768	-0.978453
15.6	-2.1454	-0.994858	-0.994178
15.7	-2.17995	-0.999999	-0.999968
15.8	-2.19304	-0.99514	-0.995768
15.9	-2.18433	-0.98033	-0.981618
16	-2.15369	-0.955717	-0.957659
16.1	-2.10121	-0.921546	-0.924133
16.2	-2.0272	-0.87816	-0.881372
16.3	-1.93217	-0.825992	-0.829806
16.4	-1.81686	-0.765565	-0.769948
16.5	-1.68224	-0.697481	-0.702397
16.6	-1.52945	-0.622423	-0.627828
16.7	-1.35983	-0.541141	-0.546986
16.8	-1.17492	-0.454447	-0.460679
16.9	-0.976415	-0.363209	-0.369768
17	-0.766158	-0.268339	-0.275163
17.1	-0.546137	-0.170785	-0.177809
17.2	-0.318455	-0.0715237	-0.0786782
17.3	-0.0853108	0.028453	0.0212388
17.4	0.151018	0.128145	0.120944
17.5	0.388199	0.226556	0.21944
17.6	0.623871	0.322701	0.315744
17.7	0.85566	0.415619	0.408893
17.8	1.08121	0.504381	0.497956
17.9	1.2982	0.5881	0.582044
18	1.50439	0.665937	0.660317
18.1	1.69759	0.737115	0.731991
18.2	1.87574	0.800921	0.796352
18.3	2.03692	0.856719	0.852757
18.4	2.17935	0.903949	0.90064
18.5	2.3014	0.94214	0.939525
18.6	2.40166	0.970909	0.969022
18.7	2.47891	0.98997	0.988837
18.8	2.53214	0.99913	0.998772
18.9	2.56058	0.998299	0.998728
19	2.56369	0.987486	0.988705
19.1	2.54121	0.966797	0.968802
19.2	2.49308	0.936441	0.93922
19.3	2.41955	0.89672	0.900254
19.4	2.32108	0.848032	0.852292
19.5	2.19842	0.790863	0.795815
19.6	2.05255	0.725786	0.731386
19.7	1.88469	0.653451	0.659649
19.8	1.69631	0.574582	0.581322
19.9	1.48908	0.489966	0.497186
20	1.26489	0.400452	0.408082
20.1	1.0258	0.306932	0.314901
20.2	0.77407	0.210343	0.218573
20.3	0.51208	0.111651	0.120062
20.4	0.242349	0.0118424	0.0203508
20.5	-0.0325023	-0.0880847	-0.0795636
20.6	-0.309777	-0.187131	-0.178683
20.7	-0.586728	-0.284306	-0.276017
20.8	-0.86058	-0.378638	-0.370593
20.9	-1.12857	-0.469183	-0.461467
21	-1.38794	-0.555037	-0.547729
21.1	-1.63604	-0.63534	-0.628519
21.2	-1.87025	-0.70929	-0.703029
21.3	-2.08811	-0.776147	-0.770514
21.4	-2.28726	-0.835243	-0.830301
21.5	-2.46553	-0.885986	-0.881792
21.6	-2.62093	-0.927869	-0.924472
21.7	-2.75167	-0.960474	-0.957915
21.8	-2.8562	-0.983474	-0.981787
21.9	-2.93322	-0.996639	-0.995849
22	-2.98167	-0.999837	-0.999961
22.1	-3.00079	-0.993038	-0.994082
22.2	-2.9901	-0.976308	-0.97827
22.3	-2.9494	-0.949815	-0.952683
22.4	-2.87879	-0.913823	-0.917578
22.5	-2.7787	-0.868694	-0.873305
22.6	-2.64981	-0.814877	-0.820305
22.7	-2.49314	-0.752912	-0.75911
22.8	-2.30997	-0.683418	-0.69033
22.9	-2.10187	-0.607089	-0.614652
23	-1.87067	-0.52469	-0.532833
23.1	-1.61845	-0.437044	-0.44569
23.2	-1.34752	-0.345027	-0.354094
23.3	-1.06041	-0.24956	-0.25896
23.4	-0.759821	-0.151597	-0.161238
23.5	-0.44863	-0.0521186	-0.0619053
23.6	-0.129842	0.0478812	0.0380459
23.7	0.193433	0.147402	0.137617
23.8	0.518007	0.245449	0.235813
23.9	0.840646	0.341042	0.331653
24	1.1581	0.433224	0.424179
24.1	1.46716	0.521073	0.512467
24.2	1.76463	0.603712	0.595634
24.3	2.04743	0.680314	0.67285
24.4	2.31258	0.750113	0.743344
24.5	2.55726	0.812411	0.806409
24.6	2.77882	0.866584	0.861418
24.7	2.9748	0.912092	0.90782
24.8	3.14299	0.948479	0.945151
24.9	3.28143	0.975381	0.973038
25	3.38845	0.992529	0.991203
25.1	3.46265	0.999752	0.999464
25.2	3.50297	0.996977	0.997739
25.3	3.50865	0.984233	0.986045
25.4	3.47931	0.961646	0.964498
25.5	3.41489	0.929443	0.933315
25.6	3.31567	0.887945	0.892806
25.7	3.1823	0.837568	0.843377
25.8	3.01577	0.778816	0.785521
25.9	2.81743	0.712275	0.719816
26	2.58892	0.638611	0.646919
26.1	2.33224	0.558561	0.567559
26.2	2.04967	0.472926	0.482527
26.3	1.74378	0.382561	0.392674
26.4	1.41739	0.288371	0.298898
26.5	1.07356	0.191297	0.202135
26.6	0.715563	0.0923101	0.103353
26.7	0.346827	-0.00759991	0.00353755
26.8	-0.0290645	-0.107434	-0.0963129
26.9	-0.408424	-0.206194	-0.195201
27	-0.787494	-0.302891	-0.292139
27.1	-1.16248	-0.39656	-0.386158
27.2	-1.52959	-0.486263	-0.476318
27.3	-1.88507	-0.571104	-0.561719
27.4	-2.22526	-0.650234	-0.641508
27.5	-2.5466	-0.722861	-0.714887
27.6	-2.84569	-0.78826	-0.781123
27.7	-3.11931	-0.845776	-0.839554
27.8	-3.36447	-0.894834	-0.889597
27.9	-3.57844	-0.934944	-0.930751
28	-3.75877	-0.965704	-0.962606
28.1	-3.90331	-0.986808	-0.984842
28.2	-4.01026	-0.998043	-0.997239
28.3	-4.07818	-0.999298	-0.999671
28.4	-4.106	-0.99056	-0.992114
28.5	-4.09303	-0.971916	-0.974645
28.6	-4.03901	-0.943554	-0.947438
28.7	-3.94405	-0.905755	-0.910764
28.8	-3.80871	-0.858899	-0.86499
28.9	-3.63392	-0.803454	-0.810573
29	-3.42105	-0.739975	-0.748058
29.1	-3.17184	-0.669096	-0.678068
29.2	-2.88842	-0.591526	-0.601302
29.3	-2.57328	-0.50804	-0.518529
29.4	-2.22925	-0.419475	-0.430575
29.5	-1.8595	-0.326714	-0.338319
29.6	-1.46745	-0.230686	-0.242683
29.7	-1.0568	-0.132352	-0.144621
29.8	-0.631482	-0.0326937	-0.0451149
29.9	-0.195595	0.0672913	0.0548423
30	0.246608	0.166603	0.154251
30.1	0.690766	0.264249	0.252119
30.2	1.13246	0.359253	0.347468
30.3	1.56724	0.450664	0.439345
30.4	1.9907	0.537568	0.526833
30.5	2.39849	0.619097	0.609056
30.6	2.78637	0.694435	0.685194
30.7	3.15027	0.762828	0.754485
30.8	3.4863	0.823593	0.816239
30.9	3.79083	0.876122	0.869836
31	4.06049	0.91989	0.914742
31.1	4.29225	0.954459	0.950509
31.2	4.4834	0.979484	0.976778
31.3	4.63163	0.994714	0.993288
31.4	4.73503	0.999996	0.999873
31.5	4.79211	0.995279	0.996468
31.6	4.80184	0.980608	0.983106
31.7	4.76365	0.956132	0.959922
31.8	4.67744	0.922094	0.927146
31.9	4.54359	0.878836	0.885107
32	4.36297	0.826789	0.834223
32.1	4.13692	0.766474	0.775005
32.2	3.86723	0.698494	0.708043
32.3	3.55617	0.62353	0.634006
32.4	3.20645	0.54233	0.553635
32.5	2.82116	0.455707	0.467732
32.6	2.4038	0.364526	0.377155
32.7	1.95824	0.269701	0.28281
32.8	1.48863	0.172179	0.18564
32.9	0.999448	0.0729343	0.0866142
33	0.495376	-0.0270393	-0.0132767
33.1	-0.0186906	-0.126743	-0.113035
33.2	-0.537711	-0.225178	-0.211664
33.3	-1.05654	-0.321362	-0.308178
33.4	-1.57	-0.414333	-0.401613
33.5	-2.07289	-0.50316	-0.491035
33.6	-2.56008	-0.586955	-0.57555
33.7	-3.02655	-0.664881	-0.654316
33.8	-3.46741	-0.736158	-0.726543
33.9	-3.878	-0.800074	-0.791511
34	-4.25392	-0.855988	-0.84857
34.1	-4.59107	-0.903343	-0.897151
34.2	-4.88567	-0.941665	-0.936768
34.3	-5.13436	-0.97057	-0.967025
34.4	-5.3342	-0.989769	-0.987619
34.5	-5.48269	-0.99907	-0.998346
34.6	-5.57784	-0.998381	-0.999098
34.7	-5.61816	-0.987708	-0.989867
34.8	-5.6027	-0.967158	-0.970745
34.9	-5.53107	-0.936936	-0.941924
35	-5.4034	-0.897345	-0.903692
35.1	-5.22043	-0.84878	-0.856431
35.2	-4.98342	-0.791728	-0.800612
35.3	-4.69421	-0.726758	-0.736794
35.4	-4.35516	-0.654521	-0.665613
35.5	-3.96917	-0.575739	-0.587783
35.6	-3.53963	-0.491199	-0.504079
35.7	-3.07039	-0.401747	-0.415339
35.8	-2.56577	-0.308278	-0.322449
35.9	-2.03043	-0.211726	-0.226337
36	-1.46944	-0.113056	-0.127964
36.1	-0.888147	-0.0132565	-0.0283117
36.2	-0.292158	0.0866759	0.0716231
36.3	0.312713	0.185742	0.170842
36.4	0.920506	0.28295	0.268355
36.5	1.52517	0.377329	0.363185
36.6	2.12063	0.467934	0.454387
36.7	2.70084	0.55386	0.541049
36.8	3.25984	0.634248	0.622305
36.9	3.79184	0.708293	0.697344
37	4.29123	0.775255	0.765414
37.1	4.75271	0.834464	0.825837
37.2	5.17127	0.885329	0.878008
37.3	5.54231	0.927341	0.921406
37.4	5.86164	0.960079	0.955599
37.5	6.12554	0.983217	0.980243
37.6	6.33082	0.996522	0.995092
37.7	6.47485	0.999862	1
37.8	6.55557	0.993203	0.994915
37.9	6.57155	0.976613	0.97989
38	6.52197	0.950256	0.955074
38.1	6.40667	0.914397	0.920715
38.2	6.22615	0.869394	0.877156
38.3	5.98157	0.815696	0.824834
38.4	5.67472	0.753842	0.76427
38.5	5.30806	0.68445	0.696069
38.6	4.88465	0.608212	0.620914
38.7	4.40816	0.525893	0.539555
38.8	3.88283	0.438315	0.452804
38.9	3.31341	0.346354	0.36153
39	2.70516	0.250929	0.266643
39.1	2.06378	0.152995	0.169092
39.2	1.39535	0.0535308	0.0698512
39.3	0.706283	-0.0464685	-0.0300873
39.4	0.00325992	-0.146003	-0.129725
39.5	-0.706825	-0.244078	-0.228067
39.6	-1.41694	-0.339712	-0.32413
39.7	-2.11999	-0.431949	-0.416954
39.8	-2.80887	-0.519866	-0.505613
39.9	-3.47655	-0.602584	-0.589219
40	-4.11615	-0.679277	-0.666938
40.1	-4.72097	-0.749177	-0.737993
40.2	-5.28464	-0.811585	-0.801675
40.3	-5.80109	-0.865878	-0.857346
40.4	-6.2647	-0.911511	-0.904451
40.5	-6.6703	-0.94803	-0.942519
40.6	-7.01325	-0.975068	-0.97117
40.7	-7.2895	-0.992356	-0.990117
40.8	-7.49561	-0.99972	-0.999172
40.9	-7.62883	-0.997086	-0.998243
41	-7.6871	-0.984482	-0.987339
41.1	-7.66907	-0.962033	-0.966571
41.2	-7.57418	-0.929964	-0.936145
41.3	-7.40259	-0.888595	-0.896365
41.4	-7.15526	-0.83834	-0.847629
41.5	-6.83391	-0.779702	-0.790424
41.6	-6.441	-0.713267	-0.725321
41.7	-5.97976	-0.639699	-0.652971
41.8	-5.4541	-0.559734	-0.574097
41.9	-4.86865	-0.474172	-0.489487
42	-4.22866	-0.383868	-0.399985
42.1	-3.53998	-0.289725	-0.306488
42.2	-2.80901	-0.192685	-0.209928
42.3	-2.04264	-0.0937182	-0.11127
42.4	-1.24819	0.00618571	-0.0115006
42.5	-0.433302	0.106028	0.0883837
42.6	0.394063	0.20481	0.187385
42.7	1.22576	0.301543	0.284514
42.8	2.05352	0.395262	0.3788
42.9	2.86902	0.485027	0.469301
43	3.66398	0.569943	0.555113
43.1	4.43026	0.649159	0.635379
43.2	5.15989	0.721883	0.709296
43.3	5.84522	0.787389	0.776126
43.4	6.47896	0.84502	0.835202
43.5	7.05424	0.894202	0.885932
43.6	7.56473	0.934441	0.92781
43.7	8.00468	0.965336	0.960418
43.8	8.36898	0.986578	0.98343
43.9	8.65323	0.997954	0.996616
44	8.8538	0.99935	0.999843
44.1	8.96783	0.990753	0.993081
44.2	8.99333	0.972248	0.976396
44.3	8.92914	0.944021	0.949956
44.4	8.77503	0.906354	0.914023
44.5	8.53162	0.859623	0.868958
44.6	8.20046	0.804296	0.815211
44.7	7.78398	0.740926	0.753318
44.8	7.28551	0.670146	0.683899
44.9	6.70919	0.592665	0.607646
45	6.06001	0.509258	0.525322
45.1	5.34375	0.420758	0.437749
45.2	4.56688	0.32805	0.345802
45.3	3.73658	0.232062	0.2504
45.4	2.8606	0.133753	0.152496
45.5	1.94727	0.0341072	0.0530685
45.6	1.00532	-0.0658802	-0.0468893
45.7	0.0439038	-0.165209	-0.146379
45.8	-0.927566	-0.262885	-0.244405
45.9	-1.89948	-0.357933	-0.33999
46	-2.86211	-0.449401	-0.432178
46.1	-3.80575	-0.536375	-0.520047
46.2	-4.72077	-0.617986	-0.602721
46.3	-5.59773	-0.693417	-0.679372
46.4	-6.42748	-0.761913	-0.749235
46.5	-7.20125	-0.82279	-0.811612
46.6	-7.91075	-0.87544	-0.86588
46.7	-8.54824	-0.919335	-0.911496
46.8	-9.10662	-0.954037	-0.948005
46.9	-9.57952	-0.979198	-0.975041
47	-9.96135	-0.994567	-0.992335
47.1	-10.2474	-0.999991	-0.999715
47.2	-10.4338	-0.995415	-0.997105
47.3	-10.5178	-0.980884	-0.984533
47.4	-10.4974	-0.956545	-0.962123
47.5	-10.3718	-0.922641	-0.9301
47.6	-10.1413	-0.879509	-0.888784
47.7	-9.80701	-0.827583	-0.838588
47.8	-9.37134	-0.767381	-0.780013
47.9	-8.8376	-0.699506	-0.713644
48	-8.21014	-0.624635	-0.640144
48.1	-7.49431	-0.543517	-0.560249
48.2	-6.69638	-0.456965	-0.474755
48.3	-5.8235	-0.365843	-0.384518
48.4	-4.88366	-0.271063	-0.29044
48.5	-3.88559	-0.173571	-0.193459
48.6	-2.83868	-0.0743447	-0.0945447
48.7	-1.75291	0.0256256	0.00531384
48.8	-0.638762	0.12534	0.105119
48.9	0.492921	0.2238	0.203874
49	1.63099	0.320023	0.300593
49.1	2.76413	0.413045	0.394307
49.2	3.88096	0.501937	0.484082
49.3	4.97015	0.58581	0.56902
49.4	6.02053	0.663824	0.648273
49.5	7.02121	0.7352	0.721048
49.6	7.96168	0.799224	0.786619
49.7	8.83194	0.855256	0.84433
49.8	9.62259	0.902736	0.893605
49.9	10.3249	0.941188	0.933951
50	10.931	0.970228	0.964966
50.1	11.4339	0.989566	0.986339
50.2	11.8274	0.999008	0.997857
50.3	12.1066	0.99846	0.999404
50.4	12.2675	0.987928	0.990966
50.5	12.3074	0.967516	0.972627
50.6	12.2246	0.937429	0.944569
50.7	12.0187	0.897968	0.907073
50.8	11.6906	0.849527	0.860515
50.9	11.2422	0.792591	0.805358
51	10.677	0.727729	0.742154
51.1	9.99936	0.65559	0.671535
51.2	9.21494	0.576894	0.594207
51.3	8.33053	0.49243	0.510941
51.4	7.35396	0.403042	0.42257
51.5	6.2941	0.309623	0.329977
51.6	5.16069	0.213108	0.234086
51.7	3.96434	0.114461	0.135857
51.8	2.71639	0.0146706	0.0362708
51.9	1.42879	-0.0852669	-0.0636781
52	0.114028	-0.184352	-0.162991
52.1	-1.21502	-0.281593	-0.260675
52.2	-2.54521	-0.376019	-0.355754
52.3	-3.86325	-0.466684	-0.447279
52.4	-5.15584	-0.552682	-0.534335
52.5	-6.40979	-0.633154	-0.616052
52.6	-7.61219	-0.707294	-0.691614
52.7	-8.75049	-0.774361	-0.760265
52.8	-9.81267	-0.833684	-0.82132
52.9	-10.7873	-0.884671	-0.874169
53	-11.6639	-0.926811	-0.918283
53.1	-12.4326	-0.959683	-0.953222
53.2	-13.0846	-0.982958	-0.978636
53.3	-13.6123	-0.996403	-0.994273
53.4	-14.0092	-0.999884	-0.999975
53.5	-14.2699	-0.993367	-0.995686
53.6	-14.3905	-0.976916	-0.981448
53.7	-14.3685	-0.950696	-0.957403
53.8	-14.2025	-0.914968	-0.923793
53.9	-13.8929	-0.870091	-0.880953
54	-13.4412	-0.816514	-0.82931
54.1	-12.8506	-0.754771	-0.769381
54.2	-12.1256	-0.68548	-0.701765
54.3	-11.2721	-0.609334	-0.627136
54.4	-10.2973	-0.527096	-0.546242
54.5	-9.20984	-0.439586	-0.45989
54.6	-8.01938	-0.34768	-0.368943
54.7	-6.73681	-0.252298	-0.274309
54.8	-5.37405	-0.154392	-0.176935
54.9	-3.94393	-0.054943	-0.0777928
55	-2.46006	0.0450558	0.0221268
55.1	-0.936756	0.144604	0.121825
55.2	0.61115	0.242706	0.220306
55.3	2.16842	0.338381	0.316586
55.4	3.71959	0.430673	0.409703
55.5	5.24906	0.518657	0.498726
55.6	6.74135	0.601455	0.582766
55.7	8.18114	0.678239	0.660983
55.8	9.55352	0.74824	0.732596
55.9	10.8441	0.810758	0.796889
56	12.0391	0.865169	0.85322
56.1	13.1257	0.910929	0.901026
56.2	14.0919	0.947579	0.939829
56.3	14.9268	0.974753	0.969241
56.4	15.6209	0.99218	0.988969
56.5	16.1656	0.999685	0.998816
56.6	16.5542	0.997193	0.998683
56.7	16.7811	0.984729	0.988571
56.8	16.8424	0.962418	0.968582
56.9	16.7359	0.930483	0.938915
57	16.4611	0.889243	0.899867
57.1	16.0188	0.83911	0.851827
57.2	15.412	0.780587	0.795277
57.3	14.6449	0.714257	0.73078
57.4	13.7238	0.640785	0.658982
57.5	12.6561	0.560905	0.580599
57.6	11.4513	0.475416	0.496415
57.7	10.1199	0.385173	0.407271
57.8	8.67395	0.291078	0.314058
57.9	7.12682	0.194073	0.217707
58	5.49296	0.0951261	0.11918
58.1	3.78783	-0.0047715	0.0194629
58.2	2.02777	-0.104621	-0.0804489
58.3	0.229829	-0.203425	-0.179557
58.4	-1.58839	-0.300195	-0.276871
58.5	-3.4089	-0.393962	-0.371418
58.6	-5.21354	-0.48379	-0.462254
58.7	-6.98408	-0.56878	-0.548472
58.8	-8.70248	-0.648082	-0.62921
58.9	-10.3511	-0.720904	-0.70366
59	-11.9126	-0.786516	-0.77108
59.1	-13.3706	-0.844263	-0.830796
59.2	-14.7095	-0.893568	-0.88221
59.3	-15.9147	-0.933937	-0.92481
59.4	-16.9728	-0.964966	-0.958169
59.5	-17.8718	-0.986346	-0.981955
59.6	-18.601	-0.997862	-0.995929
59.7	-19.1515	-0.9994	-0.999953
59.8	-19.516	-0.990944	-0.993985
59.9	-19.689	-0.972578	-0.978085
60	-19.6668	-0.944487	-0.952413
60.1	-19.4478	-0.90695	-0.917225
60.2	-19.032	-0.860344	-0.872872
60.3	-18.4218	-0.805135	-0.819797
60.4	-17.6213	-0.741875	-0.758532
60.5	-16.6365	-0.671195	-0.689687
60.6	-15.4756	-0.593804	-0.613951
60.7	-14.1482	-0.510475	-0.532081
60.8	-12.6662	-0.42204	-0.444895
60.9	-11.0426	-0.329386	-0.353263
61	-9.29237	-0.233438	-0.258102
61.1	-7.43172	-0.135155	-0.160361
61.2	-5.47814	-0.0355205	-0.0610188
61.3	-3.45024	0.064469	0.0389334
61.4	-1.36756	0.163814	0.138497
61.5	0.749614	0.26152	0.236676
61.6	2.88047	0.356612	0.332491
61.7	5.00383	0.448137	0.424983
61.8	7.09838	0.535181	0.513229
61.9	9.1429	0.616873	0.596347
62	11.1164	0.692397	0.673507
62.1	12.9985	0.760996	0.743937
62.2	14.7695	0.821986	0.806934
62.3	16.4104	0.874755	0.861869
62.4	17.9037	0.918778	0.908192
62.5	19.2328	0.953612	0.94544
62.6	20.383	0.97891	0.973242
62.7	21.3407	0.994419	0.99132
62.8	22.0947	0.999984	0.999493
62.9	22.6353	0.995549	0.997679
63	22.9549	0.981159	0.985897
63.1	23.0481	0.956957	0.964264
63.2	22.9118	0.923185	0.932996
63.3	22.545	0.880182	0.892406
63.4	21.9491	0.828376	0.8429
63.5	21.1278	0.768287	0.784971
63.6	20.087	0.700515	0.719199
63.7	18.8348	0.625738	0.646242
63.8	17.3819	0.544704	0.566827
63.9	15.7405	0.458223	0.481749
64	13.9254	0.367159	0.391857
64.1	11.9528	0.272424	0.29805
64.2	9.84101	0.174964	0.201265
64.3	7.60967	0.0757549	0.102469
64.4	5.27992	-0.0242118	0.0026494
64.5	2.87407	-0.123936	-0.0971969
64.6	0.415429	-0.222422	-0.196072
64.7	-2.07196	-0.318683	-0.292988
64.8	-4.5635	-0.411757	-0.386977
64.9	-7.03432	-0.500713	-0.477099
65	-9.4595	-0.584663	-0.562454
65.1	-11.8143	-0.662766	-0.642189
65.2	-14.0746	-0.734241	-0.715508
65.3	-16.2167	-0.798374	-0.781677
65.4	-18.2181	-0.854523	-0.840037
65.5	-20.0572	-0.902127	-0.890002
65.6	-21.7143	-0.940709	-0.931076
65.7	-23.1707	-0.969885	-0.962846
65.8	-24.41	-0.989361	-0.984996
65.9	-25.4176	-0.998944	-0.997304
66	-26.1811	-0.998538	-0.999647
66.1	-26.6904	-0.988146	-0.992003
66.2	-26.9379	-0.967873	-0.974446
66.3	-26.9185	-0.937921	-0.947153
66.4	-26.6297	-0.898589	-0.910397
66.5	-26.0717	-0.850272	-0.864544
66.6	-25.2475	-0.793453	-0.810053
66.7	-24.1625	-0.728698	-0.747468
66.8	-22.825	-0.656657	-0.677414
66.9	-21.246	-0.578049	-0.600593
67	-19.4386	-0.493661	-0.51777
67.1	-17.4188	-0.404336	-0.429774
67.2	-15.2047	-0.310967	-0.337483
67.3	-12.8163	-0.214489	-0.241821
67.4	-10.2759	-0.115866	-0.143742
67.5	-7.60732	-0.0160847	-0.0442276
67.6	-4.83598	0.0838578	0.0557291
67.7	-1.98858	0.182962	0.155129
67.8	0.907187	0.280236	0.252979
67.9	3.82284	0.374708	0.348301
68	6.72942	0.465433	0.440143
68.1	9.59777	0.551503	0.527587
68.2	12.3988	0.632058	0.60976
