Time	Simple_Euler_X	Modified_Euler_X	Analytical_X
68.3	15.1039	0.706293	0.68584
68.4	17.685	0.773465	0.755068
68.5	20.115	0.832902	0.816751
68.6	22.3682	0.884011	0.870274
68.7	24.4203	0.926279	0.915101
68.8	26.2487	0.959284	0.950784
68.9	27.8328	0.982697	0.976968
69	29.1545	0.996282	0.99339
69.1	30.1979	0.999905	0.999887
69.2	30.9497	0.993529	0.996393
69.3	31.3995	0.977217	0.982943
69.4	31.5398	0.951133	0.959672
69.5	31.3662	0.915538	0.926813
69.6	30.8771	0.870788	0.884693
69.7	30.0744	0.817329	0.833733
69.8	28.9629	0.755698	0.774443
69.9	27.5506	0.686509	0.707415
70	25.8488	0.610455	0.633319
70.1	23.8714	0.528297	0.552895
70.2	21.6355	0.440856	0.466947
70.3	19.161	0.349006	0.376333
70.4	16.47	0.253666	0.281958
70.5	13.5875	0.155789	0.184767
70.6	10.5402	0.056355	0.0857293
70.7	7.35713	-0.043643	-0.0141648
70.8	4.06861	-0.143204	-0.113917
70.9	0.706521	-0.241334	-0.212532
71	-2.69626	-0.33705	-0.309023
71.1	-6.1061	-0.429396	-0.402426
71.2	-9.48898	-0.517448	-0.491808
71.3	-12.8108	-0.600325	-0.576277
71.4	-16.0377	-0.677199	-0.654987
71.5	-19.1365	-0.747301	-0.727153
71.6	-22.075	-0.80993	-0.792053
71.7	-24.8221	-0.864459	-0.84904
71.8	-27.3484	-0.910344	-0.897543
71.9	-29.6265	-0.947126	-0.937078
72	-31.6311	-0.974437	-0.967251
72.1	-33.3395	-0.992003	-0.987758
72.2	-34.7315	-0.999649	-0.998397
72.3	-35.7902	-0.997298	-0.99906
72.4	-36.5015	-0.984975	-0.98974
72.5	-36.855	-0.962801	-0.970532
72.6	-36.8434	-0.931	-0.941626
72.7	-36.4632	-0.889889	-0.903312
72.8	-35.7147	-0.839879	-0.855972
72.9	-34.6015	-0.78147	-0.800079
73	-33.1311	-0.715246	-0.736193
73.1	-31.3148	-0.64187	-0.66495
73.2	-29.1671	-0.562075	-0.587064
73.3	-26.7063	-0.47666	-0.503312
73.4	-23.9538	-0.386478	-0.414531
73.5	-20.9343	-0.292431	-0.321608
73.6	-17.6752	-0.19546	-0.225472
73.7	-14.2067	-0.0965339	-0.127083
73.8	-10.5616	0.00335728	-0.0274239
73.9	-6.77431	0.103215	0.072509
74	-2.88144	0.20204	0.171717
74.1	1.07917	0.298845	0.26921
74.2	5.06859	0.392662	0.364013
74.3	9.04722	0.482552	0.455178
74.4	12.9752	0.567616	0.541796
74.5	16.8126	0.647005	0.623
74.6	20.5204	0.719923	0.69798
74.7	24.06	0.785642	0.765985
74.8	27.3944	0.843504	0.826337
74.9	30.4881	0.892932	0.878433
75	33.308	0.93343	0.921751
75.1	35.823	0.964594	0.95586
75.2	38.0048	0.986112	0.980418
75.3	39.8285	0.997769	0.99518
75.4	41.2721	0.999448	0.999998
75.5	42.3174	0.991133	0.994825
75.6	42.95	0.972906	0.979712
75.7	43.1595	0.94495	0.95481
75.8	42.9394	0.907545	0.920368
75.9	42.2877	0.861064	0.87673
76	41.2067	0.805973	0.824331
76.1	39.7027	0.742822	0.763697
76.2	37.7867	0.672243	0.695431
76.3	35.4737	0.594941	0.620218
76.4	32.7828	0.51169	0.538807
76.5	29.7372	0.423322	0.452012
76.6	26.3637	0.330721	0.360702
76.7	22.6929	0.234813	0.265787
76.8	18.7584	0.136556	0.168216
76.9	14.597	0.0369338	0.0689652
77	10.248	-0.0630576	-0.030975
77.1	5.75305	-0.162418	-0.130606
77.2	1.15561	-0.260155	-0.228932
77.3	-3.49935	-0.35529	-0.32497
77.4	-8.16587	-0.446873	-0.417761
77.5	-12.7974	-0.533986	-0.506379
77.6	-17.3473	-0.61576	-0.589936
77.7	-21.7692	-0.691376	-0.6676
77.8	-26.0176	-0.760078	-0.738592
77.9	-30.0483	-0.82118	-0.802205
78	-33.8189	-0.874069	-0.857803
78.1	-37.2889	-0.918218	-0.90483
78.2	-40.4208	-0.953185	-0.942816
78.3	-43.1798	-0.97862	-0.971382
78.4	-45.5346	-0.994269	-0.990242
78.5	-47.4576	-0.999975	-0.999207
78.6	-48.9252	-0.995681	-0.99819
78.7	-49.9183	-0.981431	-0.987198
78.8	-50.4221	-0.957366	-0.966343
78.9	-50.4267	-0.923728	-0.935832
79	-49.9272	-0.880852	-0.895971
79.1	-48.9233	-0.829168	-0.847158
79.2	-47.4202	-0.769192	-0.78988
79.3	-45.4278	-0.701524	-0.724709
79.4	-42.9612	-0.626841	-0.652298
79.5	-40.0404	-0.545889	-0.57337
79.6	-36.6899	-0.459479	-0.488712
79.7	-32.9391	-0.368474	-0.399171
79.8	-28.8213	-0.273784	-0.305642
79.9	-24.3742	-0.176356	-0.209059
80	-19.6388	-0.077165	-0.110387
80.1	-14.6597	0.022798	-0.0106125
80.2	-9.48421	0.122533	0.0892683
80.3	-4.16212	0.221043	0.188257
80.4	1.25481	0.317342	0.285365
80.5	6.71336	0.410468	0.379622
80.6	12.1594	0.499489	0.470085
80.7	17.5382	0.583515	0.555852
80.8	22.7955	0.661706	0.636065
80.9	27.8774	0.73328	0.709922
81	32.7314	0.797521	0.776686
81.1	37.3065	0.853787	0.83569
81.2	41.5544	0.901515	0.886343
81.3	45.4292	0.940228	0.928141
81.4	48.8884	0.969539	0.960665
81.5	51.8934	0.989154	0.98359
81.6	54.4094	0.998878	0.996688
81.7	56.4066	0.998613	0.999827
81.8	57.8596	0.988362	0.992976
81.9	58.7486	0.968227	0.976204
82	59.0589	0.93841	0.949678
82.1	58.7818	0.899209	0.913663
82.2	57.9141	0.851016	0.868518
82.3	56.4586	0.794312	0.814696
82.4	54.424	0.729666	0.752734
82.5	51.8247	0.657723	0.683251
82.6	48.6812	0.579202	0.606941
82.7	45.0195	0.49489	0.524566
82.8	40.871	0.405629	0.43695
82.9	36.2722	0.312311	0.344969
83	31.2648	0.21587	0.24954
83.1	25.8946	0.117271	0.151618
83.2	20.2118	0.0174987	0.0521816
83.3	14.27	-0.0824484	-0.0477765
83.4	8.12616	-0.181571	-0.147257
83.5	1.83958	-0.278878	-0.245267
83.6	-4.52827	-0.373396	-0.340825
83.7	-10.9145	-0.46418	-0.432979
83.8	-17.2555	-0.550323	-0.520806
83.9	-23.4873	-0.630962	-0.603429
84	-29.5465	-0.705291	-0.680023
84.1	-35.3709	-0.772568	-0.749823
84.2	-40.8998	-0.832119	-0.812131
84.3	-46.075	-0.883349	-0.866324
84.4	-50.8413	-0.925745	-0.911861
84.5	-55.1467	-0.958884	-0.948287
84.6	-58.9438	-0.982434	-0.975238
84.7	-62.1894	-0.996159	-0.992445
84.8	-64.8455	-0.999923	-0.999735
84.9	-66.8797	-0.993688	-0.997037
85	-68.2655	-0.977516	-0.984377
85.1	-68.9825	-0.951569	-0.961881
85.2	-69.0169	-0.916106	-0.929774
85.3	-68.3614	-0.871482	-0.888377
85.4	-67.0157	-0.818143	-0.838104
85.5	-64.9865	-0.756623	-0.779457
85.6	-62.2871	-0.687537	-0.713021
85.7	-58.9378	-0.611575	-0.639462
85.8	-54.9656	-0.529497	-0.559513
85.9	-50.4041	-0.442125	-0.473974
86	-45.2929	-0.350331	-0.383698
86.1	-39.6776	-0.255034	-0.28959
86.2	-33.6095	-0.157186	-0.192587
86.3	-27.1445	-0.057767	-0.0936605
86.4	-20.3435	0.04223	0.00620199
86.5	-13.271	0.141805	0.106002
86.6	-5.99512	0.239961	0.204744
86.7	1.4135	0.335718	0.30144
86.8	8.88208	0.428118	0.395123
86.9	16.3365	0.516237	0.484859
87	23.7021	0.599193	0.56975
87.1	30.9044	0.676157	0.648949
87.2	37.8696	0.74636	0.721663
87.3	44.5258	0.809099	0.787167
87.4	50.8033	0.863748	0.844806
87.5	56.6355	0.909758	0.894003
87.6	61.9597	0.946671	0.934268
87.7	66.7176	0.974118	0.965199
87.8	70.8558	0.991823	0.986485
87.9	74.3269	0.99961	0.997915
88	77.0894	0.997401	0.999373
88.1	79.1087	0.985218	0.990847
88.2	80.357	0.963183	0.97242
88.3	80.8143	0.931515	0.944277
88.4	80.468	0.890533	0.906699
88.5	79.3135	0.840646	0.860062
88.6	77.3544	0.782351	0.804831
88.7	74.6021	0.716234	0.741559
88.8	71.0763	0.642954	0.670877
88.9	66.8045	0.563245	0.593492
89	61.8219	0.477903	0.510177
89.1	56.1713	0.387782	0.421765
89.2	49.9024	0.293783	0.329138
89.3	43.0718	0.196846	0.233223
89.4	35.7423	0.0979414	0.134977
89.5	27.9819	-0.00194305	0.0353832
89.6	19.8642	-0.101808	-0.0645644
89.7	11.4667	-0.200655	-0.163867
89.8	2.87046	-0.297495	-0.261532
89.9	-5.84041	-0.391361	-0.356584
90	-14.58	-0.481313	-0.448074
90.1	-23.2611	-0.566451	-0.535086
90.2	-31.7965	-0.645926	-0.616752
90.3	-40.0993	-0.71894	-0.692255
90.4	-48.084	-0.784766	-0.760842
90.5	-55.6678	-0.842744	-0.821826
90.6	-62.7708	-0.892294	-0.8746
90.7	-69.3171	-0.932922	-0.918634
90.8	-75.2356	-0.96422	-0.95349
90.9	-80.461	-0.985876	-0.978819
91	-84.9341	-0.997673	-0.994367
91.1	-88.6025	-0.999494	-0.999981
91.2	-91.4216	-0.99132	-0.995603
91.3	-93.3547	-0.973232	-0.981277
91.4	-94.3735	-0.945412	-0.957147
91.5	-94.4588	-0.908138	-0.923453
91.6	-93.6004	-0.861783	-0.880532
91.7	-91.7974	-0.80681	-0.828813
91.8	-89.0583	-0.743768	-0.768813
91.9	-85.4013	-0.673289	-0.701132
92	-80.8537	-0.596077	-0.626444
92.1	-75.4522	-0.512905	-0.545498
92.2	-69.242	-0.424603	-0.459101
92.3	-62.2774	-0.332055	-0.368117
92.4	-54.6203	-0.236187	-0.273455
92.5	-46.3404	-0.137957	-0.176061
92.6	-37.5144	-0.0383471	-0.0769073
92.7	-28.2249	0.0616461	0.0230147
92.8	-18.5603	0.161023	0.122707
92.9	-8.6135	0.258789	0.221173
93	1.51896	0.353968	0.317429
93.1	11.7375	0.445607	0.410513
93.2	21.9409	0.53279	0.499496
93.3	32.027	0.614645	0.583488
93.4	41.8936	0.690353	0.66165
93.5	51.4399	0.759158	0.733201
93.6	60.5673	0.820372	0.797426
93.7	69.1803	0.873381	0.853683
93.8	77.1877	0.917657	0.901411
93.9	84.5032	0.952757	0.940132
94	91.0469	0.978328	0.969459
94.1	96.7455	0.994117	0.9891
94.2	101.534	0.999964	0.998859
94.3	105.354	0.995812	0.998637
94.4	108.16	0.981701	0.988437
94.5	109.912	0.957774	0.968361
94.6	110.582	0.924268	0.938609
94.7	110.153	0.881521	0.899479
94.8	108.618	0.829957	0.851362
94.9	105.982	0.770095	0.794738
95	102.259	0.702531	0.730174
95.1	97.4772	0.627942	0.658313
95.2	91.6724	0.547074	0.579876
95.3	84.8928	0.460735	0.495644
95.4	77.1965	0.369788	0.40646
95.5	68.6512	0.275144	0.313214
95.6	59.334	0.177748	0.21684
95.7	49.3303	0.0785749	0.118298
95.8	38.7332	-0.0213841	0.0185749
95.9	27.6428	-0.121129	-0.0813341
96	16.1651	-0.219663	-0.18043
96.1	4.41096	-0.316	-0.277724
96.2	-7.50483	-0.409178	-0.372243
96.3	-19.4647	-0.498263	-0.463042
96.4	-31.3496	-0.582366	-0.549215
96.5	-43.0398	-0.660645	-0.6299
96.6	-54.4165	-0.732318	-0.704291
96.7	-65.3628	-0.796667	-0.771645
96.8	-75.7649	-0.85305	-0.83129
96.9	-85.5134	-0.900903	-0.882628
97	-94.5043	-0.939746	-0.925148
97.1	-102.64	-0.969192	-0.958423
97.2	-109.831	-0.988946	-0.982123
97.3	-115.995	-0.99881	-0.996009
97.4	-121.061	-0.998687	-0.999944
97.5	-124.967	-0.988576	-0.993887
97.6	-127.662	-0.96858	-0.9779
97.7	-129.108	-0.938898	-0.952142
97.8	-129.277	-0.899827	-0.91687
97.9	-128.155	-0.851758	-0.872438
98	-125.741	-0.795171	-0.819288
98.1	-122.044	-0.730632	-0.757953
98.2	-117.091	-0.658787	-0.689044
98.3	-110.917	-0.580355	-0.61325
98.4	-103.571	-0.496118	-0.531329
98.5	-95.1173	-0.406921	-0.444099
98.6	-85.6274	-0.313654	-0.352432
98.7	-75.1863	-0.217251	-0.257243
98.8	-63.8889	-0.118675	-0.159485
98.9	-51.8397	-0.0189127	-0.0601323
99	-39.1516	0.0810389	0.0398209
99.1	-25.945	0.18018	0.139376
99.2	-12.347	0.27752	0.237539
99.3	1.51047	0.372084	0.333328
99.4	15.4914	0.462927	0.425787
99.5	29.4573	0.549141	0.513991
99.6	43.2682	0.629864	0.59706
99.7	56.7846	0.704288	0.674163
99.8	69.8682	0.771669	0.744531
99.9	82.3841	0.831334	0.807459
