Time	Simple_Euler_X	Modified_Euler_X	Analytical_X	Simple_Energy	Modified_Energy
53.39	-1.30573	-0.999858	-0.999854	0.852763	0.5
53.4	-1.30597	-0.999977	-0.999975	0.852848	0.5
53.41	-1.30609	-0.999995	-0.999996	0.852933	0.5
53.42	-1.30607	-0.999914	-0.999916	0.853019	0.5
53.43	-1.30593	-0.999732	-0.999737	0.853104	0.5
53.44	-1.30565	-0.999451	-0.999458	0.853189	0.5
53.45	-1.30524	-0.999069	-0.999079	0.853275	0.5
53.46	-1.30471	-0.998588	-0.9986	0.85336	0.5
53.47	-1.30404	-0.998007	-0.998021	0.853445	0.5
53.48	-1.30324	-0.997326	-0.997342	0.853531	0.5
53.49	-1.30231	-0.996545	-0.996564	0.853616	0.5
53.5	-1.30125	-0.995665	-0.995686	0.853701	0.5
53.51	-1.30006	-0.994685	-0.994708	0.853787	0.5
53.52	-1.29874	-0.993606	-0.993631	0.853872	0.5
53.53	-1.29729	-0.992427	-0.992454	0.853957	0.5
53.54	-1.29572	-0.991149	-0.991178	0.854043	0.5
53.55	-1.29401	-0.989772	-0.989804	0.854128	0.5
53.56	-1.29217	-0.988296	-0.98833	0.854214	0.5
53.57	-1.2902	-0.986721	-0.986757	0.854299	0.5
53.58	-1.2881	-0.985047	-0.985086	0.854384	0.5
53.59	-1.28588	-0.983275	-0.983316	0.85447	0.5
53.6	-1.28352	-0.981405	-0.981448	0.854555	0.5
53.61	-1.28104	-0.979436	-0.979481	0.854641	0.499999
53.62	-1.27843	-0.97737	-0.977417	0.854726	0.499999
53.63	-1.27569	-0.975206	-0.975255	0.854812	0.499999
53.64	-1.27282	-0.972944	-0.972995	0.854897	0.499999
53.65	-1.26982	-0.970585	-0.970639	0.854983	0.499999
53.66	-1.2667	-0.968129	-0.968185	0.855068	0.499999
53.67	-1.26345	-0.965576	-0.965634	0.855154	0.499999
53.68	-1.26007	-0.962926	-0.962987	0.855239	0.499999
53.69	-1.25657	-0.960181	-0.960243	0.855325	0.499999
53.7	-1.25294	-0.957339	-0.957403	0.85541	0.499999
53.71	-1.24919	-0.954401	-0.954468	0.855496	0.499999
53.72	-1.24531	-0.951368	-0.951437	0.855581	0.499999
53.73	-1.2413	-0.94824	-0.948311	0.855667	0.499999
53.74	-1.23717	-0.945017	-0.945091	0.855753	0.499999
53.75	-1.23292	-0.9417	-0.941775	0.855838	0.499999
53.76	-1.22854	-0.938288	-0.938366	0.855924	0.499999
53.77	-1.22404	-0.934783	-0.934862	0.856009	0.499998
53.78	-1.21942	-0.931184	-0.931266	0.856095	0.499998
53.79	-1.21467	-0.927492	-0.927576	0.85618	0.499998
53.8	-1.20981	-0.923707	-0.923793	0.856266	0.499998
53.81	-1.20482	-0.91983	-0.919918	0.856352	0.499998
53.82	-1.19971	-0.915861	-0.915951	0.856437	0.499998
53.83	-1.19448	-0.9118	-0.911892	0.856523	0.499998
53.84	-1.18913	-0.907648	-0.907743	0.856609	0.499998
53.85	-1.18366	-0.903406	-0.903502	0.856694	0.499998
53.86	-1.17807	-0.899073	-0.899171	0.85678	0.499998
53.87	-1.17236	-0.89465	-0.89475	0.856866	0.499998
53.88	-1.16654	-0.890138	-0.89024	0.856951	0.499997
53.89	-1.16059	-0.885536	-0.88564	0.857037	0.499997
53.9	-1.15454	-0.880846	-0.880953	0.857123	0.499997
53.91	-1.14836	-0.876068	-0.876177	0.857208	0.499997
53.92	-1.14207	-0.871203	-0.871313	0.857294	0.499997
53.93	-1.13566	-0.86625	-0.866362	0.85738	0.499997
53.94	-1.12915	-0.861211	-0.861325	0.857466	0.499997
53.95	-1.12251	-0.856085	-0.856201	0.857551	0.499997
53.96	-1.11577	-0.850874	-0.850992	0.857637	0.499997
53.97	-1.10891	-0.845578	-0.845698	0.857723	0.499996
53.98	-1.10194	-0.840197	-0.840319	0.857809	0.499996
53.99	-1.09486	-0.834732	-0.834856	0.857894	0.499996
54	-1.08767	-0.829184	-0.82931	0.85798	0.499996
54.01	-1.08037	-0.823553	-0.823681	0.858066	0.499996
54.02	-1.07296	-0.817839	-0.817969	0.858152	0.499996
54.03	-1.06544	-0.812044	-0.812176	0.858238	0.499996
54.04	-1.05782	-0.806168	-0.806301	0.858324	0.499996
54.05	-1.05009	-0.800211	-0.800346	0.858409	0.499996
54.06	-1.04225	-0.794173	-0.79431	0.858495	0.499995
54.07	-1.03431	-0.788057	-0.788196	0.858581	0.499995
54.08	-1.02626	-0.781862	-0.782002	0.858667	0.499995
54.09	-1.01811	-0.775588	-0.77573	0.858753	0.499995
54.1	-1.00986	-0.769237	-0.769381	0.858839	0.499995
54.11	-1.00151	-0.762809	-0.762955	0.858925	0.499995
54.12	-0.993052	-0.756305	-0.756452	0.85901	0.499995
54.13	-0.984497	-0.749725	-0.749874	0.859096	0.499995
54.14	-0.975842	-0.74307	-0.743221	0.859182	0.499994
54.15	-0.96709	-0.736341	-0.736493	0.859268	0.499994
54.16	-0.958239	-0.729538	-0.729692	0.859354	0.499994
54.17	-0.949292	-0.722662	-0.722818	0.85944	0.499994
54.18	-0.94025	-0.715714	-0.715871	0.859526	0.499994
54.19	-0.931112	-0.708694	-0.708853	0.859612	0.499994
54.2	-0.92188	-0.701604	-0.701765	0.859698	0.499994
54.21	-0.912555	-0.694443	-0.694606	0.859784	0.499994
54.22	-0.903138	-0.687213	-0.687377	0.85987	0.499993
54.23	-0.89363	-0.679914	-0.68008	0.859956	0.499993
54.24	-0.884031	-0.672547	-0.672715	0.860042	0.499993
54.25	-0.874343	-0.665113	-0.665282	0.860128	0.499993
54.26	-0.864567	-0.657613	-0.657783	0.860214	0.499993
54.27	-0.854703	-0.650046	-0.650218	0.8603	0.499993
54.28	-0.844753	-0.642415	-0.642588	0.860386	0.499993
54.29	-0.834717	-0.634719	-0.634894	0.860472	0.499993
54.3	-0.824597	-0.62696	-0.627136	0.860558	0.499992
54.31	-0.814393	-0.619138	-0.619316	0.860644	0.499992
54.32	-0.804107	-0.611255	-0.611434	0.86073	0.499992
54.33	-0.793739	-0.60331	-0.603491	0.860816	0.499992
54.34	-0.783291	-0.595305	-0.595487	0.860902	0.499992
54.35	-0.772764	-0.58724	-0.587423	0.860988	0.499992
54.36	-0.762158	-0.579117	-0.579301	0.861074	0.499992
54.37	-0.751475	-0.570936	-0.571121	0.861161	0.499992
54.38	-0.740716	-0.562697	-0.562884	0.861247	0.499991
54.39	-0.729881	-0.554402	-0.554591	0.861333	0.499991
54.4	-0.718973	-0.546052	-0.546242	0.861419	0.499991
54.41	-0.707992	-0.537648	-0.537839	0.861505	0.499991
54.42	-0.696938	-0.529189	-0.529382	0.861591	0.499991
54.43	-0.685814	-0.520678	-0.520871	0.861677	0.499991
54.44	-0.67462	-0.512114	-0.512309	0.861764	0.499991
54.45	-0.663358	-0.5035	-0.503696	0.86185	0.499991
54.46	-0.652028	-0.494835	-0.495032	0.861936	0.499991
54.47	-0.640632	-0.48612	-0.486318	0.862022	0.49999
54.48	-0.629171	-0.477357	-0.477556	0.862108	0.49999
54.49	-0.617645	-0.468546	-0.468747	0.862194	0.49999
54.5	-0.606057	-0.459688	-0.45989	0.862281	0.49999
54.51	-0.594407	-0.450785	-0.450988	0.862367	0.49999
54.52	-0.582696	-0.441836	-0.44204	0.862453	0.49999
54.53	-0.570926	-0.432843	-0.433048	0.862539	0.49999
54.54	-0.559097	-0.423807	-0.424013	0.862626	0.49999
54.55	-0.547212	-0.414728	-0.414935	0.862712	0.49999
54.56	-0.53527	-0.405608	-0.405816	0.862798	0.49999
54.57	-0.523274	-0.396448	-0.396656	0.862884	0.499989
54.58	-0.511224	-0.387247	-0.387457	0.862971	0.499989
54.59	-0.499122	-0.378008	-0.378219	0.863057	0.499989
54.6	-0.486969	-0.368731	-0.368943	0.863143	0.499989
54.61	-0.474766	-0.359418	-0.35963	0.86323	0.499989
54.62	-0.462514	-0.350068	-0.350281	0.863316	0.499989
54.63	-0.450215	-0.340684	-0.340898	0.863402	0.499989
54.64	-0.43787	-0.331265	-0.33148	0.863489	0.499989
54.65	-0.425479	-0.321813	-0.322029	0.863575	0.499989
54.66	-0.413045	-0.312329	-0.312545	0.863661	0.499989
54.67	-0.400568	-0.302814	-0.303031	0.863748	0.499989
54.68	-0.38805	-0.293268	-0.293486	0.863834	0.499989
54.69	-0.375492	-0.283693	-0.283912	0.863921	0.499989
54.7	-0.362895	-0.27409	-0.274309	0.864007	0.499988
54.71	-0.35026	-0.26446	-0.264679	0.864093	0.499988
54.72	-0.337589	-0.254802	-0.255023	0.86418	0.499988
54.73	-0.324883	-0.24512	-0.245341	0.864266	0.499988
54.74	-0.312144	-0.235413	-0.235635	0.864353	0.499988
54.75	-0.299372	-0.225682	-0.225904	0.864439	0.499988
54.76	-0.286568	-0.215929	-0.216152	0.864525	0.499988
54.77	-0.273735	-0.206154	-0.206378	0.864612	0.499988
54.78	-0.260873	-0.196359	-0.196583	0.864698	0.499988
54.79	-0.247984	-0.186544	-0.186768	0.864785	0.499988
54.8	-0.235068	-0.17671	-0.176935	0.864871	0.499988
54.81	-0.222128	-0.166859	-0.167084	0.864958	0.499988
54.82	-0.209164	-0.156991	-0.157216	0.865044	0.499988
54.83	-0.196179	-0.147107	-0.147333	0.865131	0.499988
54.84	-0.183172	-0.137209	-0.137435	0.865217	0.499988
54.85	-0.170145	-0.127297	-0.127523	0.865304	0.499988
54.86	-0.1571	-0.117372	-0.117599	0.86539	0.499988
54.87	-0.144039	-0.107435	-0.107662	0.865477	0.499988
54.88	-0.130961	-0.0974877	-0.0977153	0.865563	0.499988
54.89	-0.117869	-0.0875306	-0.0877584	0.86565	0.499988
54.9	-0.104764	-0.0775647	-0.0777928	0.865737	0.499988
54.91	-0.0916476	-0.0675911	-0.0678193	0.865823	0.499988
54.92	-0.0785203	-0.0576107	-0.0578391	0.86591	0.499988
54.93	-0.0653839	-0.0476245	-0.0478532	0.865996	0.499988
54.94	-0.0522396	-0.0376336	-0.0378624	0.866083	0.499988
54.95	-0.0390888	-0.027639	-0.0278678	0.86617	0.499988
54.96	-0.0259328	-0.0176415	-0.0178705	0.866256	0.499988
54.97	-0.0127729	-0.00764232	-0.00787136	0.866343	0.499988
54.98	0.000389656	0.00235765	0.00212856	0.866429	0.499988
54.99	0.0135535	0.0123574	0.0121283	0.866516	0.499988
55	0.0267172	0.0223559	0.0221268	0.866603	0.499988
55.01	0.0398796	0.0323521	0.032123	0.866689	0.499988
55.02	0.0530394	0.0423451	0.0421161	0.866776	0.499988
55.03	0.0661951	0.0523339	0.052105	0.866863	0.499988
55.04	0.0793456	0.0623175	0.0620886	0.866949	0.499988
55.05	0.0924894	0.0722948	0.072066	0.867036	0.499988
55.06	0.105625	0.0822649	0.0820363	0.867123	0.499988
55.07	0.118752	0.0922268	0.0919983	0.867209	0.499988
55.08	0.131868	0.102179	0.101951	0.867296	0.499988
55.09	0.144972	0.112122	0.111894	0.867383	0.499988
55.1	0.158063	0.122053	0.121825	0.86747	0.499988
55.11	0.17114	0.131972	0.131744	0.867556	0.499988
55.12	0.184201	0.141878	0.141651	0.867643	0.499988
55.13	0.197244	0.15177	0.151542	0.86773	0.499988
55.14	0.210269	0.161646	0.161419	0.867817	0.499988
55.15	0.223275	0.171506	0.17128	0.867903	0.499988
55.16	0.236259	0.181349	0.181123	0.86799	0.499988
55.17	0.249221	0.191174	0.190949	0.868077	0.499988
55.18	0.26216	0.20098	0.200755	0.868164	0.499988
55.19	0.275073	0.210766	0.210541	0.868251	0.499988
55.2	0.287961	0.220531	0.220306	0.868338	0.499988
55.21	0.300821	0.230273	0.23005	0.868424	0.499988
55.22	0.313652	0.239993	0.23977	0.868511	0.499988
55.23	0.326453	0.249689	0.249466	0.868598	0.499988
55.24	0.339222	0.259359	0.259137	0.868685	0.499988
55.25	0.351959	0.269004	0.268782	0.868772	0.499988
55.26	0.364662	0.278622	0.278401	0.868859	0.499988
55.27	0.37733	0.288212	0.287991	0.868946	0.499989
55.28	0.389961	0.297773	0.297553	0.869032	0.499989
55.29	0.402555	0.307304	0.307085	0.869119	0.499989
55.3	0.41511	0.316805	0.316586	0.869206	0.499989
55.31	0.427624	0.326274	0.326056	0.869293	0.499989
55.32	0.440097	0.33571	0.335493	0.86938	0.499989
55.33	0.452527	0.345113	0.344897	0.869467	0.499989
55.34	0.464913	0.354481	0.354266	0.869554	0.499989
55.35	0.477254	0.363814	0.363599	0.869641	0.499989
55.36	0.489548	0.37311	0.372896	0.869728	0.499989
55.37	0.501795	0.382369	0.382156	0.869815	0.499989
55.38	0.513992	0.39159	0.391378	0.869902	0.499989
55.39	0.52614	0.400772	0.400561	0.869989	0.49999
55.4	0.538236	0.409914	0.409703	0.870076	0.49999
55.41	0.55028	0.419014	0.418805	0.870163	0.49999
55.42	0.562269	0.428073	0.427864	0.87025	0.49999
55.43	0.574204	0.437089	0.436881	0.870337	0.49999
55.44	0.586082	0.446061	0.445854	0.870424	0.49999
55.45	0.597903	0.454989	0.454783	0.870511	0.49999
55.46	0.609666	0.463871	0.463666	0.870598	0.49999
55.47	0.621368	0.472707	0.472503	0.870685	0.49999
55.48	0.63301	0.481495	0.481292	0.870772	0.49999
55.49	0.644589	0.490235	0.490034	0.870859	0.499991
55.5	0.656105	0.498927	0.498726	0.870946	0.499991
55.51	0.667557	0.507568	0.507369	0.871033	0.499991
55.52	0.678943	0.516159	0.515961	0.871121	0.499991
55.53	0.690263	0.524698	0.524501	0.871208	0.499991
55.54	0.701514	0.533184	0.532988	0.871295	0.499991
55.55	0.712697	0.541617	0.541423	0.871382	0.499991
55.56	0.723809	0.549997	0.549803	0.871469	0.499991
55.57	0.73485	0.558321	0.558128	0.871556	0.499991
55.58	0.745818	0.566589	0.566398	0.871643	0.499992
55.59	0.756714	0.5748	0.574611	0.87173	0.499992
55.6	0.767534	0.582954	0.582766	0.871818	0.499992
55.61	0.778279	0.59105	0.590863	0.871905	0.499992
55.62	0.788947	0.599087	0.598901	0.871992	0.499992
55.63	0.799537	0.607064	0.60688	0.872079	0.499992
55.64	0.810049	0.61498	0.614797	0.872166	0.499992
55.65	0.82048	0.622834	0.622653	0.872254	0.499992
55.66	0.830831	0.630627	0.630447	0.872341	0.499992
55.67	0.841099	0.638356	0.638177	0.872428	0.499993
55.68	0.851285	0.646021	0.645844	0.872515	0.499993
55.69	0.861386	0.653622	0.653447	0.872603	0.499993
55.7	0.871402	0.661158	0.660983	0.87269	0.499993
55.71	0.881332	0.668627	0.668454	0.872777	0.499993
55.72	0.891175	0.676029	0.675858	0.872864	0.499993
55.73	0.900929	0.683364	0.683195	0.872952	0.499993
55.74	0.910595	0.690631	0.690463	0.873039	0.499993
55.75	0.92017	0.697828	0.697662	0.873126	0.499994
55.76	0.929655	0.704956	0.704791	0.873214	0.499994
55.77	0.939047	0.712013	0.71185	0.873301	0.499994
55.78	0.948346	0.718999	0.718837	0.873388	0.499994
55.79	0.957552	0.725913	0.725753	0.873476	0.499994
55.8	0.966663	0.732755	0.732596	0.873563	0.499994
55.81	0.975678	0.739523	0.739366	0.87365	0.499994
55.82	0.984596	0.746217	0.746062	0.873738	0.499994
55.83	0.993417	0.752837	0.752684	0.873825	0.499995
55.84	1.00214	0.759381	0.75923	0.873912	0.499995
55.85	1.01076	0.765849	0.7657	0.874	0.499995
55.86	1.01928	0.772241	0.772093	0.874087	0.499995
55.87	1.02771	0.778556	0.77841	0.874175	0.499995
55.88	1.03603	0.784793	0.784648	0.874262	0.499995
55.89	1.04424	0.790951	0.790808	0.874349	0.499995
55.9	1.05236	0.79703	0.796889	0.874437	0.499995
55.91	1.06036	0.80303	0.802891	0.874524	0.499996
55.92	1.06827	0.808949	0.808812	0.874612	0.499996
55.93	1.07607	0.814787	0.814652	0.874699	0.499996
55.94	1.08376	0.820544	0.82041	0.874787	0.499996
55.95	1.09134	0.826218	0.826087	0.874874	0.499996
55.96	1.09881	0.831811	0.831681	0.874962	0.499996
55.97	1.10618	0.83732	0.837192	0.875049	0.499996
55.98	1.11344	0.842745	0.842619	0.875137	0.499996
55.99	1.12058	0.848086	0.847962	0.875224	0.499996
56	1.12762	0.853342	0.85322	0.875312	0.499997
56.01	1.13454	0.858513	0.858393	0.875399	0.499997
56.02	1.14135	0.863598	0.86348	0.875487	0.499997
56.03	1.14804	0.868596	0.86848	0.875574	0.499997
56.04	1.15462	0.873508	0.873394	0.875662	0.499997
56.05	1.16109	0.878332	0.87822	0.875749	0.499997
56.06	1.16744	0.883069	0.882959	0.875837	0.499997
56.07	1.17368	0.887717	0.887609	0.875925	0.499997
56.08	1.17979	0.892276	0.892171	0.876012	0.499997
56.09	1.18579	0.896747	0.896643	0.8761	0.499998
56.1	1.19168	0.901127	0.901026	0.876187	0.499998
56.11	1.19744	0.905418	0.905318	0.876275	0.499998
56.12	1.20309	0.909617	0.90952	0.876363	0.499998
56.13	1.20861	0.913726	0.913631	0.87645	0.499998
56.14	1.21402	0.917744	0.917651	0.876538	0.499998
56.15	1.2193	0.92167	0.921579	0.876626	0.499998
56.16	1.22447	0.925503	0.925415	0.876713	0.499998
56.17	1.22951	0.929244	0.929158	0.876801	0.499998
56.18	1.23442	0.932893	0.932808	0.876889	0.499998
56.19	1.23922	0.936447	0.936365	0.876976	0.499998
56.2	1.24389	0.939909	0.939829	0.877064	0.499999
56.21	1.24844	0.943276	0.943198	0.877152	0.499999
56.22	1.25286	0.946549	0.946473	0.877239	0.499999
56.23	1.25716	0.949727	0.949654	0.877327	0.499999
56.24	1.26134	0.95281	0.952739	0.877415	0.499999
56.25	1.26538	0.955798	0.955729	0.877503	0.499999
56.26	1.26931	0.958691	0.958624	0.87759	0.499999
56.27	1.2731	0.961487	0.961423	0.877678	0.499999
56.28	1.27677	0.964188	0.964125	0.877766	0.499999
56.29	1.28031	0.966792	0.966732	0.877854	0.499999
56.3	1.28372	0.969299	0.969241	0.877941	0.499999
56.31	1.28701	0.971709	0.971654	0.878029	0.499999
56.32	1.29017	0.974022	0.973969	0.878117	0.499999
56.33	1.2932	0.976238	0.976187	0.878205	0.499999
56.34	1.29609	0.978356	0.978308	0.878293	0.499999
56.35	1.29886	0.980377	0.98033	0.878381	0.5
56.36	1.3015	0.982299	0.982255	0.878468	0.5
56.37	1.30402	0.984123	0.984081	0.878556	0.5
56.38	1.3064	0.985849	0.985809	0.878644	0.5
56.39	1.30865	0.987476	0.987439	0.878732	0.5
56.4	1.31076	0.989004	0.988969	0.87882	0.5
56.41	1.31275	0.990433	0.990401	0.878908	0.5
56.42	1.31461	0.991764	0.991734	0.878996	0.5
56.43	1.31634	0.992995	0.992967	0.879083	0.5
56.44	1.31793	0.994127	0.994101	0.879171	0.5
56.45	1.31939	0.995159	0.995136	0.879259	0.5
56.46	1.32072	0.996092	0.996072	0.879347	0.5
56.47	1.32192	0.996926	0.996907	0.879435	0.5
56.48	1.32299	0.997659	0.997643	0.879523	0.5
56.49	1.32393	0.998293	0.99828	0.879611	0.5
56.5	1.32473	0.998827	0.998816	0.879699	0.5
56.51	1.3254	0.999262	0.999252	0.879787	0.5
56.52	1.32594	0.999596	0.999589	0.879875	0.5
56.53	1.32634	0.99983	0.999826	0.879963	0.5
56.54	1.32661	0.999964	0.999962	0.880051	0.5
56.55	1.32675	0.999999	0.999999	0.880139	0.5
56.56	1.32676	0.999933	0.999936	0.880227	0.5
56.57	1.32664	0.999767	0.999772	0.880315	0.5
56.58	1.32638	0.999502	0.999509	0.880403	0.5
56.59	1.32599	0.999136	0.999146	0.880491	0.5
56.6	1.32546	0.998671	0.998683	0.880579	0.5
56.61	1.32481	0.998105	0.99812	0.880667	0.5
56.62	1.32402	0.99744	0.997457	0.880755	0.5
56.63	1.3231	0.996675	0.996694	0.880843	0.5
56.64	1.32205	0.995811	0.995832	0.880931	0.5
56.65	1.32086	0.994846	0.99487	0.88102	0.5
56.66	1.31954	0.993783	0.993809	0.881108	0.5
56.67	1.31809	0.99262	0.992648	0.881196	0.5
56.68	1.31651	0.991357	0.991388	0.881284	0.5
56.69	1.3148	0.989996	0.990029	0.881372	0.5
56.7	1.31295	0.988535	0.988571	0.88146	0.5
56.71	1.31097	0.986976	0.987014	0.881548	0.5
56.72	1.30887	0.985318	0.985359	0.881636	0.5
56.73	1.30663	0.983562	0.983604	0.881725	0.5
56.74	1.30426	0.981707	0.981752	0.881813	0.5
56.75	1.30176	0.979754	0.979801	0.881901	0.499999
56.76	1.29912	0.977703	0.977752	0.881989	0.499999
56.77	1.29636	0.975554	0.975606	0.882077	0.499999
56.78	1.29347	0.973308	0.973362	0.882166	0.499999
56.79	1.29045	0.970964	0.97102	0.882254	0.499999
56.8	1.2873	0.968523	0.968582	0.882342	0.499999
56.81	1.28402	0.965985	0.966047	0.88243	0.499999
56.82	1.28061	0.963351	0.963415	0.882518	0.499999
56.83	1.27708	0.960621	0.960686	0.882607	0.499999
56.84	1.27341	0.957794	0.957862	0.882695	0.499999
56.85	1.26962	0.954872	0.954942	0.882783	0.499999
56.86	1.2657	0.951854	0.951926	0.882872	0.499999
56.87	1.26165	0.948741	0.948815	0.88296	0.499999
56.88	1.25748	0.945533	0.94561	0.883048	0.499999
56.89	1.25318	0.94223	0.94231	0.883136	0.499999
56.9	1.24876	0.938833	0.938915	0.883225	0.499999
56.91	1.24421	0.935343	0.935427	0.883313	0.499998
56.92	1.23953	0.931759	0.931845	0.883401	0.499998
56.93	1.23473	0.928081	0.92817	0.88349	0.499998
56.94	1.22981	0.924311	0.924402	0.883578	0.499998
56.95	1.22476	0.920449	0.920541	0.883666	0.499998
56.96	1.21959	0.916494	0.916589	0.883755	0.499998
56.97	1.2143	0.912448	0.912545	0.883843	0.499998
56.98	1.20888	0.90831	0.90841	0.883932	0.499998
56.99	1.20335	0.904082	0.904183	0.88402	0.499998
57	1.19769	0.899763	0.899867	0.884108	0.499998
57.01	1.19191	0.895354	0.89546	0.884197	0.499998
57.02	1.18602	0.890856	0.890964	0.884285	0.499997
57.03	1.18	0.886269	0.886379	0.884374	0.499997
57.04	1.17387	0.881593	0.881705	0.884462	0.499997
57.05	1.16761	0.876829	0.876943	0.88455	0.499997
57.06	1.16124	0.871977	0.872093	0.884639	0.499997
57.07	1.15476	0.867038	0.867156	0.884727	0.499997
57.08	1.14815	0.862012	0.862133	0.884816	0.499997
57.09	1.14144	0.8569	0.857023	0.884904	0.499997
57.1	1.1346	0.851703	0.851827	0.884993	0.499997
57.11	1.12765	0.84642	0.846547	0.885081	0.499996
57.12	1.12059	0.841053	0.841181	0.88517	0.499996
57.13	1.11342	0.835601	0.835732	0.885258	0.499996
57.14	1.10613	0.830066	0.830199	0.885347	0.499996
57.15	1.09874	0.824448	0.824583	0.885435	0.499996
57.16	1.09123	0.818747	0.818884	0.885524	0.499996
57.17	1.08361	0.812965	0.813104	0.885613	0.499996
57.18	1.07589	0.807101	0.807242	0.885701	0.499996
57.19	1.06805	0.801157	0.801299	0.88579	0.499996
57.2	1.06011	0.795132	0.795277	0.885878	0.499995
57.21	1.05206	0.789028	0.789175	0.885967	0.499995
57.22	1.0439	0.782845	0.782994	0.886055	0.499995
57.23	1.03564	0.776584	0.776734	0.886144	0.499995
57.24	1.02728	0.770245	0.770397	0.886233	0.499995
57.25	1.01881	0.763829	0.763983	0.886321	0.499995
57.26	1.01024	0.757337	0.757493	0.88641	0.499995
57.27	1.00157	0.750769	0.750927	0.886499	0.499995
57.28	0.992791	0.744126	0.744285	0.886587	0.499994
57.29	0.983917	0.737408	0.73757	0.886676	0.499994
57.3	0.974943	0.730617	0.73078	0.886765	0.499994
57.31	0.965871	0.723753	0.723918	0.886853	0.499994
57.32	0.956701	0.716816	0.716983	0.886942	0.499994
57.33	0.947435	0.709808	0.709976	0.887031	0.499994
57.34	0.938073	0.702728	0.702898	0.887119	0.499994
57.35	0.928617	0.695579	0.69575	0.887208	0.499994
57.36	0.919067	0.68836	0.688533	0.887297	0.499993
57.37	0.909423	0.681072	0.681247	0.887385	0.499993
57.38	0.899688	0.673715	0.673892	0.887474	0.499993
57.39	0.889862	0.666292	0.66647	0.887563	0.499993
57.4	0.879946	0.658802	0.658982	0.887652	0.499993
57.41	0.869941	0.651246	0.651427	0.88774	0.499993
57.42	0.859848	0.643625	0.643808	0.887829	0.499993
57.43	0.849668	0.635939	0.636124	0.887918	0.499993
57.44	0.839402	0.62819	0.628376	0.888007	0.499992
57.45	0.829051	0.620378	0.620566	0.888096	0.499992
57.46	0.818617	0.612504	0.612693	0.888184	0.499992
57.47	0.808099	0.604569	0.60476	0.888273	0.499992
57.48	0.797499	0.596573	0.596766	0.888362	0.499992
57.49	0.786819	0.588518	0.588712	0.888451	0.499992
57.5	0.776059	0.580404	0.580599	0.88854	0.499992
57.51	0.76522	0.572232	0.572428	0.888629	0.499992
57.52	0.754303	0.564002	0.5642	0.888717	0.499991
57.53	0.74331	0.555716	0.555916	0.888806	0.499991
57.54	0.732242	0.547375	0.547576	0.888895	0.499991
57.55	0.721099	0.538979	0.539181	0.888984	0.499991
57.56	0.709883	0.530529	0.530732	0.889073	0.499991
57.57	0.698595	0.522026	0.52223	0.889162	0.499991
57.58	0.687236	0.51347	0.513676	0.889251	0.499991
57.59	0.675807	0.504864	0.505071	0.88934	0.499991
57.6	0.664309	0.496207	0.496415	0.889429	0.499991
57.61	0.652744	0.4875	0.487709	0.889518	0.49999
57.62	0.641112	0.478744	0.478955	0.889607	0.49999
57.63	0.629415	0.469941	0.470153	0.889696	0.49999
57.64	0.617654	0.461091	0.461304	0.889784	0.49999
57.65	0.60583	0.452194	0.452408	0.889873	0.49999
57.66	0.593944	0.443252	0.443468	0.889962	0.49999
57.67	0.581998	0.434266	0.434483	0.890051	0.49999
57.68	0.569992	0.425237	0.425455	0.89014	0.49999
57.69	0.557928	0.416165	0.416384	0.890229	0.49999
57.7	0.545807	0.407051	0.407271	0.890318	0.49999
57.71	0.533631	0.397897	0.398118	0.890408	0.499989
57.72	0.521399	0.388703	0.388925	0.890497	0.499989
57.73	0.509115	0.37947	0.379693	0.890586	0.499989
57.74	0.496778	0.370199	0.370423	0.890675	0.499989
57.75	0.48439	0.360891	0.361116	0.890764	0.499989
57.76	0.471953	0.351547	0.351773	0.890853	0.499989
57.77	0.459467	0.342168	0.342394	0.890942	0.499989
57.78	0.446934	0.332755	0.332982	0.891031	0.499989
57.79	0.434355	0.323308	0.323536	0.89112	0.499989
57.8	0.421731	0.313829	0.314058	0.891209	0.499989
57.81	0.409064	0.304319	0.304548	0.891298	0.499989
57.82	0.396355	0.294778	0.295008	0.891387	0.499989
57.83	0.383604	0.285208	0.285439	0.891477	0.499989
57.84	0.370815	0.275609	0.275841	0.891566	0.499988
57.85	0.357986	0.265983	0.266215	0.891655	0.499988
57.86	0.345121	0.25633	0.256563	0.891744	0.499988
57.87	0.33222	0.246651	0.246885	0.891833	0.499988
57.88	0.319284	0.236948	0.237182	0.891922	0.499988
57.89	0.306316	0.227221	0.227456	0.892012	0.499988
57.9	0.293315	0.217471	0.217707	0.892101	0.499988
57.91	0.280284	0.2077	0.207936	0.89219	0.499988
57.92	0.267223	0.197908	0.198144	0.892279	0.499988
57.93	0.254134	0.188096	0.188333	0.892368	0.499988
57.94	0.241019	0.178265	0.178502	0.892458	0.499988
57.95	0.227878	0.168416	0.168654	0.892547	0.499988
57.96	0.214713	0.158551	0.158789	0.892636	0.499988
57.97	0.201525	0.148669	0.148908	0.892725	0.499988
57.98	0.188316	0.138773	0.139012	0.892815	0.499988
57.99	0.175086	0.128863	0.129103	0.892904	0.499988
58	0.161838	0.11894	0.11918	0.892993	0.499988
58.01	0.148572	0.109005	0.109246	0.893083	0.499988
58.02	0.135291	0.0990596	0.0993002	0.893172	0.499988
58.03	0.121994	0.089104	0.0893448	0.893261	0.499988
