Time	Simple_Euler_X	Modified_Euler_X	Analytical_X	Simple_Energy	Modified_Energy
0	1	1	1	0.5	0.5
0.01	1	0.99995	0.99995	0.50005	0.5
0.02	0.9999	0.9998	0.9998	0.5001	0.5
0.03	0.9997	0.99955	0.99955	0.50015	0.5
0.04	0.9994	0.9992	0.9992	0.5002	0.5
0.05	0.999	0.99875	0.99875	0.50025	0.5
0.06	0.9985	0.998201	0.998201	0.5003	0.5
0.07	0.9979	0.997551	0.997551	0.50035	0.5
0.08	0.997201	0.996802	0.996802	0.5004	0.5
0.09	0.996401	0.995953	0.995953	0.50045	0.5
0.1	0.995502	0.995004	0.995004	0.5005	0.5
0.11	0.994503	0.993956	0.993956	0.50055	0.5
0.12	0.993405	0.992809	0.992809	0.5006	0.5
0.13	0.992207	0.991562	0.991562	0.50065	0.5
0.14	0.99091	0.990216	0.990216	0.5007	0.5
0.15	0.989514	0.988771	0.988771	0.500751	0.5
0.16	0.988018	0.987227	0.987227	0.500801	0.5
0.17	0.986424	0.985585	0.985585	0.500851	0.5
0.18	0.984731	0.983844	0.983844	0.500901	0.5
0.19	0.982939	0.982004	0.982004	0.500951	0.5
0.2	0.981048	0.980066	0.980067	0.501001	0.5
0.21	0.97906	0.978031	0.978031	0.501051	0.499999
0.22	0.976973	0.975897	0.975897	0.501101	0.499999
0.23	0.974788	0.973666	0.973666	0.501151	0.499999
0.24	0.972506	0.971338	0.971338	0.501201	0.499999
0.25	0.970126	0.968912	0.968912	0.501252	0.499999
0.26	0.967649	0.96639	0.96639	0.501302	0.499999
0.27	0.965075	0.963771	0.963771	0.501352	0.499999
0.28	0.962404	0.961055	0.961055	0.501402	0.499999
0.29	0.959637	0.958244	0.958244	0.501452	0.499999
0.3	0.956773	0.955336	0.955336	0.501502	0.499999
0.31	0.953814	0.952333	0.952334	0.501552	0.499999
0.32	0.950759	0.949235	0.949235	0.501602	0.499999
0.33	0.947608	0.946042	0.946042	0.501653	0.499999
0.34	0.944362	0.942754	0.942755	0.501703	0.499999
0.35	0.941022	0.939372	0.939373	0.501753	0.499999
0.36	0.937587	0.935896	0.935897	0.501803	0.499998
0.37	0.934058	0.932327	0.932327	0.501853	0.499998
0.38	0.930435	0.928664	0.928665	0.501904	0.499998
0.39	0.926719	0.924908	0.924909	0.501954	0.499998
0.4	0.92291	0.92106	0.921061	0.502004	0.499998
0.41	0.919008	0.91712	0.917121	0.502054	0.499998
0.42	0.915014	0.913088	0.913089	0.502104	0.499998
0.43	0.910928	0.908965	0.908966	0.502155	0.499998
0.44	0.90675	0.904751	0.904752	0.502205	0.499998
0.45	0.902482	0.900446	0.900447	0.502255	0.499998
0.46	0.898123	0.896052	0.896052	0.502305	0.499998
0.47	0.893673	0.891567	0.891568	0.502355	0.499997
0.48	0.889134	0.886994	0.886995	0.502406	0.499997
0.49	0.884505	0.882332	0.882333	0.502456	0.499997
0.5	0.879787	0.877582	0.877583	0.502506	0.499997
0.51	0.874981	0.872743	0.872745	0.502556	0.499997
0.52	0.870087	0.867818	0.867819	0.502607	0.499997
0.53	0.865105	0.862806	0.862807	0.502657	0.499997
0.54	0.860037	0.857708	0.857709	0.502707	0.499997
0.55	0.854882	0.852523	0.852525	0.502757	0.499997
0.56	0.849641	0.847254	0.847255	0.502808	0.499996
0.57	0.844314	0.8419	0.841901	0.502858	0.499996
0.58	0.838902	0.836461	0.836463	0.502908	0.499996
0.59	0.833406	0.830939	0.830941	0.502959	0.499996
0.6	0.827827	0.825334	0.825336	0.503009	0.499996
0.61	0.822163	0.819647	0.819648	0.503059	0.499996
0.62	0.816417	0.813877	0.813878	0.503109	0.499996
0.63	0.810589	0.808026	0.808028	0.50316	0.499996
0.64	0.804679	0.802094	0.802096	0.50321	0.499996
0.65	0.798688	0.796082	0.796084	0.50326	0.499995
0.66	0.792617	0.789991	0.789992	0.503311	0.499995
0.67	0.786466	0.78382	0.783822	0.503361	0.499995
0.68	0.780235	0.777571	0.777573	0.503411	0.499995
0.69	0.773926	0.771244	0.771246	0.503462	0.499995
0.7	0.767539	0.76484	0.764842	0.503512	0.499995
0.71	0.761074	0.75836	0.758362	0.503562	0.499995
0.72	0.754533	0.751804	0.751806	0.503613	0.499995
0.73	0.747915	0.745172	0.745174	0.503663	0.499994
0.74	0.741223	0.738466	0.738469	0.503714	0.499994
0.75	0.734455	0.731687	0.731689	0.503764	0.499994
0.76	0.727613	0.724834	0.724836	0.503814	0.499994
0.77	0.720698	0.717908	0.717911	0.503865	0.499994
0.78	0.71371	0.710911	0.710914	0.503915	0.499994
0.79	0.70665	0.703843	0.703845	0.503965	0.499994
0.8	0.699518	0.696704	0.696707	0.504016	0.499994
0.81	0.692316	0.689496	0.689498	0.504066	0.499993
0.82	0.685044	0.682219	0.682221	0.504117	0.499993
0.83	0.677703	0.674873	0.674876	0.504167	0.499993
0.84	0.670293	0.66746	0.667463	0.504217	0.499993
0.85	0.662815	0.65998	0.659983	0.504268	0.499993
0.86	0.655271	0.652435	0.652437	0.504318	0.499993
0.87	0.64766	0.644824	0.644827	0.504369	0.499993
0.88	0.639983	0.637148	0.637151	0.504419	0.499993
0.89	0.632242	0.629409	0.629412	0.50447	0.499992
0.9	0.624437	0.621607	0.62161	0.50452	0.499992
0.91	0.616569	0.613743	0.613746	0.504571	0.499992
0.92	0.608638	0.605817	0.60582	0.504621	0.499992
0.93	0.600645	0.597831	0.597834	0.504671	0.499992
0.94	0.592592	0.589785	0.589788	0.504722	0.499992
0.95	0.584478	0.58168	0.581683	0.504772	0.499992
0.96	0.576306	0.573517	0.57352	0.504823	0.499992
0.97	0.568075	0.565296	0.5653	0.504873	0.499991
0.98	0.559786	0.557019	0.557023	0.504924	0.499991
0.99	0.55144	0.548686	0.54869	0.504974	0.499991
1	0.543039	0.540299	0.540302	0.505025	0.499991
1.01	0.534582	0.531857	0.531861	0.505075	0.499991
1.02	0.526071	0.523362	0.523366	0.505126	0.499991
1.03	0.517506	0.514815	0.514819	0.505176	0.499991
1.04	0.508889	0.506217	0.50622	0.505227	0.499991
1.05	0.500221	0.497567	0.497571	0.505277	0.499991
1.06	0.491501	0.488868	0.488872	0.505328	0.49999
1.07	0.482731	0.48012	0.480124	0.505378	0.49999
1.08	0.473912	0.471324	0.471328	0.505429	0.49999
1.09	0.465045	0.462481	0.462485	0.50548	0.49999
1.1	0.456131	0.453592	0.453596	0.50553	0.49999
1.11	0.447169	0.444657	0.444662	0.505581	0.49999
1.12	0.438163	0.435678	0.435682	0.505631	0.49999
1.13	0.429111	0.426656	0.42666	0.505682	0.49999
1.14	0.420016	0.41759	0.417595	0.505732	0.49999
1.15	0.410878	0.408483	0.408487	0.505783	0.49999
1.16	0.401698	0.399335	0.39934	0.505833	0.499989
1.17	0.392477	0.390147	0.390152	0.505884	0.499989
1.18	0.383215	0.38092	0.380925	0.505935	0.499989
1.19	0.373915	0.371655	0.37166	0.505985	0.499989
1.2	0.364576	0.362353	0.362358	0.506036	0.499989
1.21	0.355199	0.353015	0.353019	0.506086	0.499989
1.22	0.345787	0.343641	0.343646	0.506137	0.499989
1.23	0.336338	0.334233	0.334238	0.506188	0.499989
1.24	0.326856	0.324791	0.324796	0.506238	0.499989
1.25	0.317339	0.315317	0.315322	0.506289	0.499989
1.26	0.30779	0.305812	0.305817	0.50634	0.499989
1.27	0.298209	0.296276	0.296281	0.50639	0.499989
1.28	0.288597	0.28671	0.286715	0.506441	0.499989
1.29	0.278956	0.277116	0.277121	0.506491	0.499988
1.3	0.269285	0.267494	0.267499	0.506542	0.499988
1.31	0.259587	0.257845	0.25785	0.506593	0.499988
1.32	0.249862	0.24817	0.248175	0.506643	0.499988
1.33	0.24011	0.238471	0.238476	0.506694	0.499988
1.34	0.230334	0.228747	0.228753	0.506745	0.499988
1.35	0.220534	0.219001	0.219007	0.506795	0.499988
1.36	0.210711	0.209233	0.209239	0.506846	0.499988
1.37	0.200866	0.199444	0.19945	0.506897	0.499988
1.38	0.190999	0.189635	0.189641	0.506947	0.499988
1.39	0.181113	0.179807	0.179813	0.506998	0.499988
1.4	0.171207	0.169961	0.169967	0.507049	0.499988
1.41	0.161284	0.160099	0.160104	0.5071	0.499988
1.42	0.151343	0.15022	0.150225	0.50715	0.499988
1.43	0.141386	0.140326	0.140332	0.507201	0.499988
1.44	0.131414	0.130418	0.130424	0.507252	0.499988
1.45	0.121428	0.120497	0.120503	0.507302	0.499988
1.46	0.111429	0.110564	0.11057	0.507353	0.499988
1.47	0.101417	0.10062	0.100626	0.507404	0.499988
1.48	0.0913945	0.0906655	0.0906716	0.507455	0.499988
1.49	0.0813618	0.0807023	0.0807084	0.507505	0.499988
1.5	0.0713199	0.070731	0.0707372	0.507556	0.499988
1.51	0.0612699	0.0607526	0.0607589	0.507607	0.499988
1.52	0.0512128	0.0507682	0.0507745	0.507658	0.499988
1.53	0.0411495	0.0407786	0.040785	0.507708	0.499988
1.54	0.0310812	0.030785	0.0307915	0.507759	0.499988
1.55	0.0210087	0.0207884	0.0207948	0.50781	0.499988
1.56	0.0109331	0.0107896	0.0107961	0.507861	0.499988
1.57	0.000855345	0.000789785	0.000796327	0.507912	0.499988
1.58	-0.00922346	-0.00921013	-0.00920354	0.507962	0.499988
1.59	-0.0193023	-0.0192091	-0.0192025	0.508013	0.499988
1.6	-0.0293803	-0.0292062	-0.0291995	0.508064	0.499988
1.61	-0.0394563	-0.0392003	-0.0391936	0.508115	0.499988
1.62	-0.0495294	-0.0491906	-0.0491838	0.508166	0.499988
1.63	-0.0595986	-0.0591759	-0.0591691	0.508216	0.499988
1.64	-0.0696628	-0.0691553	-0.0691484	0.508267	0.499988
1.65	-0.079721	-0.0791277	-0.0791209	0.508318	0.499988
1.66	-0.0897723	-0.0890923	-0.0890854	0.508369	0.499988
1.67	-0.0998156	-0.099048	-0.099041	0.50842	0.499988
1.68	-0.10985	-0.108994	-0.108987	0.508471	0.499988
1.69	-0.119874	-0.118929	-0.118922	0.508521	0.499988
1.7	-0.129888	-0.128852	-0.128844	0.508572	0.499988
1.71	-0.139889	-0.138762	-0.138755	0.508623	0.499988
1.72	-0.149877	-0.148658	-0.148651	0.508674	0.499988
1.73	-0.159852	-0.158539	-0.158532	0.508725	0.499988
1.74	-0.169811	-0.168405	-0.168397	0.508776	0.499988
1.75	-0.179755	-0.178253	-0.178246	0.508827	0.499988
1.76	-0.189681	-0.188084	-0.188077	0.508877	0.499988
1.77	-0.199589	-0.197896	-0.197889	0.508928	0.499988
1.78	-0.209479	-0.207688	-0.207681	0.508979	0.499988
1.79	-0.219348	-0.21746	-0.217452	0.50903	0.499988
1.8	-0.229197	-0.227209	-0.227202	0.509081	0.499988
1.81	-0.239024	-0.236936	-0.236929	0.509132	0.499988
1.82	-0.248827	-0.24664	-0.246632	0.509183	0.499988
1.83	-0.258607	-0.256318	-0.256311	0.509234	0.499988
1.84	-0.268362	-0.265971	-0.265964	0.509285	0.499988
1.85	-0.278091	-0.275598	-0.27559	0.509336	0.499988
1.86	-0.287794	-0.285196	-0.285189	0.509387	0.499989
1.87	-0.297468	-0.294767	-0.294759	0.509437	0.499989
1.88	-0.307114	-0.304308	-0.3043	0.509488	0.499989
1.89	-0.31673	-0.313818	-0.313811	0.509539	0.499989
1.9	-0.326315	-0.323297	-0.32329	0.50959	0.499989
1.91	-0.335868	-0.332744	-0.332736	0.509641	0.499989
1.92	-0.345389	-0.342157	-0.34215	0.509692	0.499989
1.93	-0.354877	-0.351536	-0.351529	0.509743	0.499989
1.94	-0.364329	-0.36088	-0.360873	0.509794	0.499989
1.95	-0.373747	-0.370188	-0.370181	0.509845	0.499989
1.96	-0.383127	-0.379459	-0.379452	0.509896	0.499989
1.97	-0.392471	-0.388692	-0.388685	0.509947	0.499989
1.98	-0.401776	-0.397886	-0.397879	0.509998	0.499989
1.99	-0.411042	-0.407041	-0.407033	0.510049	0.49999
2	-0.420268	-0.416154	-0.416147	0.5101	0.49999
2.01	-0.429452	-0.425226	-0.425219	0.510151	0.49999
2.02	-0.438595	-0.434256	-0.434248	0.510202	0.49999
2.03	-0.447695	-0.443242	-0.443234	0.510253	0.49999
2.04	-0.45675	-0.452184	-0.452176	0.510304	0.49999
2.05	-0.465761	-0.46108	-0.461073	0.510355	0.49999
2.06	-0.474727	-0.469931	-0.469923	0.510406	0.49999
2.07	-0.483646	-0.478734	-0.478727	0.510457	0.49999
2.08	-0.492517	-0.48749	-0.487482	0.510508	0.49999
2.09	-0.50134	-0.496196	-0.496189	0.510559	0.499991
2.1	-0.510114	-0.504854	-0.504846	0.51061	0.499991
2.11	-0.518837	-0.51346	-0.513453	0.510662	0.499991
2.12	-0.52751	-0.522016	-0.522008	0.510713	0.499991
2.13	-0.53613	-0.530519	-0.530511	0.510764	0.499991
2.14	-0.544698	-0.538969	-0.538961	0.510815	0.499991
2.15	-0.553213	-0.547365	-0.547358	0.510866	0.499991
2.16	-0.561672	-0.555707	-0.555699	0.510917	0.499991
2.17	-0.570077	-0.563993	-0.563985	0.510968	0.499991
2.18	-0.578425	-0.572222	-0.572215	0.511019	0.499992
2.19	-0.586717	-0.580394	-0.580387	0.51107	0.499992
2.2	-0.59495	-0.588509	-0.588501	0.511121	0.499992
2.21	-0.603125	-0.596564	-0.596557	0.511172	0.499992
2.22	-0.61124	-0.60456	-0.604552	0.511224	0.499992
2.23	-0.619295	-0.612495	-0.612488	0.511275	0.499992
2.24	-0.627289	-0.620369	-0.620362	0.511326	0.499992
2.25	-0.635221	-0.628181	-0.628174	0.511377	0.499992
2.26	-0.64309	-0.63593	-0.635923	0.511428	0.499993
2.27	-0.650896	-0.643616	-0.643608	0.511479	0.499993
2.28	-0.658637	-0.651237	-0.65123	0.51153	0.499993
2.29	-0.666314	-0.658793	-0.658786	0.511582	0.499993
2.3	-0.673924	-0.666283	-0.666276	0.511633	0.499993
2.31	-0.681468	-0.673707	-0.6737	0.511684	0.499993
2.32	-0.688944	-0.681063	-0.681056	0.511735	0.499993
2.33	-0.696353	-0.688351	-0.688344	0.511786	0.499993
2.34	-0.703692	-0.69557	-0.695563	0.511837	0.499994
2.35	-0.710962	-0.70272	-0.702713	0.511889	0.499994
2.36	-0.718161	-0.709799	-0.709793	0.51194	0.499994
2.37	-0.72529	-0.716808	-0.716801	0.511991	0.499994
2.38	-0.732346	-0.723745	-0.723738	0.512042	0.499994
2.39	-0.73933	-0.730609	-0.730602	0.512093	0.499994
2.4	-0.746241	-0.7374	-0.737394	0.512145	0.499994
2.41	-0.753077	-0.744118	-0.744111	0.512196	0.499994
2.42	-0.75984	-0.750761	-0.750755	0.512247	0.499995
2.43	-0.766526	-0.757329	-0.757323	0.512298	0.499995
2.44	-0.773137	-0.763822	-0.763815	0.512349	0.499995
2.45	-0.779671	-0.770238	-0.770231	0.512401	0.499995
2.46	-0.786128	-0.776577	-0.77657	0.512452	0.499995
2.47	-0.792507	-0.782838	-0.782832	0.512503	0.499995
2.48	-0.798808	-0.789021	-0.789015	0.512554	0.499995
2.49	-0.805029	-0.795125	-0.795119	0.512606	0.499995
2.5	-0.81117	-0.80115	-0.801144	0.512657	0.499996
2.51	-0.81723	-0.807094	-0.807088	0.512708	0.499996
2.52	-0.82321	-0.812958	-0.812952	0.512759	0.499996
2.53	-0.829108	-0.818741	-0.818735	0.512811	0.499996
2.54	-0.834923	-0.824441	-0.824435	0.512862	0.499996
2.55	-0.840656	-0.830059	-0.830054	0.512913	0.499996
2.56	-0.846305	-0.835595	-0.835589	0.512965	0.499996
2.57	-0.85187	-0.841046	-0.84104	0.513016	0.499996
2.58	-0.85735	-0.846414	-0.846408	0.513067	0.499996
2.59	-0.862746	-0.851697	-0.851691	0.513118	0.499997
2.6	-0.868055	-0.856894	-0.856889	0.51317	0.499997
2.61	-0.873278	-0.862006	-0.862001	0.513221	0.499997
2.62	-0.878415	-0.867032	-0.867027	0.513272	0.499997
2.63	-0.883464	-0.871971	-0.871966	0.513324	0.499997
2.64	-0.888425	-0.876823	-0.876818	0.513375	0.499997
2.65	-0.893298	-0.881587	-0.881582	0.513426	0.499997
2.66	-0.898082	-0.886263	-0.886258	0.513478	0.499997
2.67	-0.902777	-0.890851	-0.890846	0.513529	0.499997
2.68	-0.907382	-0.895349	-0.895344	0.51358	0.499998
2.69	-0.911896	-0.899758	-0.899753	0.513632	0.499998
2.7	-0.91632	-0.904077	-0.904072	0.513683	0.499998
2.71	-0.920653	-0.908305	-0.908301	0.513735	0.499998
2.72	-0.924894	-0.912443	-0.912438	0.513786	0.499998
2.73	-0.929043	-0.916489	-0.916485	0.513837	0.499998
2.74	-0.9331	-0.920444	-0.92044	0.513889	0.499998
2.75	-0.937063	-0.924307	-0.924302	0.51394	0.499998
2.76	-0.940934	-0.928077	-0.928073	0.513991	0.499998
2.77	-0.94471	-0.931754	-0.93175	0.514043	0.499998
2.78	-0.948393	-0.935339	-0.935335	0.514094	0.499998
2.79	-0.951981	-0.938829	-0.938825	0.514146	0.499999
2.8	-0.955474	-0.942226	-0.942222	0.514197	0.499999
2.81	-0.958872	-0.945529	-0.945525	0.514249	0.499999
2.82	-0.962174	-0.948737	-0.948733	0.5143	0.499999
2.83	-0.965381	-0.95185	-0.951847	0.514351	0.499999
2.84	-0.968491	-0.954868	-0.954865	0.514403	0.499999
2.85	-0.971505	-0.957791	-0.957787	0.514454	0.499999
2.86	-0.974422	-0.960617	-0.960614	0.514506	0.499999
2.87	-0.977242	-0.963348	-0.963345	0.514557	0.499999
2.88	-0.979964	-0.965982	-0.965979	0.514609	0.499999
2.89	-0.982589	-0.96852	-0.968517	0.51466	0.499999
2.9	-0.985115	-0.970961	-0.970958	0.514712	0.499999
2.91	-0.987544	-0.973305	-0.973302	0.514763	0.499999
2.92	-0.989874	-0.975551	-0.975549	0.514814	0.499999
2.93	-0.992105	-0.9777	-0.977698	0.514866	0.499999
2.94	-0.994237	-0.979751	-0.979749	0.514917	0.499999
2.95	-0.99627	-0.981705	-0.981702	0.514969	0.5
2.96	-0.998203	-0.98356	-0.983557	0.51502	0.5
2.97	-1.00004	-0.985316	-0.985314	0.515072	0.5
2.98	-1.00177	-0.986974	-0.986972	0.515123	0.5
2.99	-1.00341	-0.988534	-0.988532	0.515175	0.5
3	-1.00494	-0.989994	-0.989992	0.515226	0.5
3.01	-1.00637	-0.991356	-0.991354	0.515278	0.5
3.02	-1.00771	-0.992618	-0.992617	0.51533	0.5
3.03	-1.00894	-0.993781	-0.99378	0.515381	0.5
3.04	-1.01007	-0.994845	-0.994844	0.515433	0.5
3.05	-1.0111	-0.995809	-0.995808	0.515484	0.5
3.06	-1.01203	-0.996674	-0.996673	0.515536	0.5
3.07	-1.01286	-0.997439	-0.997438	0.515587	0.5
3.08	-1.01359	-0.998105	-0.998104	0.515639	0.5
3.09	-1.01421	-0.99867	-0.998669	0.51569	0.5
3.1	-1.01474	-0.999136	-0.999135	0.515742	0.5
3.11	-1.01516	-0.999501	-0.999501	0.515794	0.5
3.12	-1.01548	-0.999767	-0.999767	0.515845	0.5
3.13	-1.0157	-0.999933	-0.999933	0.515897	0.5
3.14	-1.01582	-0.999999	-0.999999	0.515948	0.5
3.15	-1.01584	-0.999965	-0.999965	0.516	0.5
3.16	-1.01575	-0.99983	-0.999831	0.516051	0.5
3.17	-1.01557	-0.999596	-0.999597	0.516103	0.5
3.18	-1.01528	-0.999262	-0.999263	0.516155	0.5
3.19	-1.01489	-0.998828	-0.998829	0.516206	0.5
3.2	-1.0144	-0.998294	-0.998295	0.516258	0.5
3.21	-1.01381	-0.99766	-0.997661	0.51631	0.5
3.22	-1.01312	-0.996927	-0.996928	0.516361	0.5
3.23	-1.01232	-0.996093	-0.996095	0.516413	0.5
3.24	-1.01142	-0.995161	-0.995162	0.516464	0.5
3.25	-1.01043	-0.994128	-0.99413	0.516516	0.5
3.26	-1.00933	-0.992996	-0.992998	0.516568	0.5
3.27	-1.00813	-0.991765	-0.991767	0.516619	0.5
3.28	-1.00683	-0.990435	-0.990437	0.516671	0.5
3.29	-1.00543	-0.989006	-0.989008	0.516723	0.5
3.3	-1.00393	-0.987478	-0.98748	0.516774	0.5
3.31	-1.00232	-0.985851	-0.985853	0.516826	0.5
3.32	-1.00062	-0.984125	-0.984128	0.516878	0.5
3.33	-0.998816	-0.982301	-0.982304	0.516929	0.5
3.34	-0.996913	-0.980379	-0.980382	0.516981	0.5
3.35	-0.99491	-0.978359	-0.978362	0.517033	0.499999
3.36	-0.992807	-0.976241	-0.976244	0.517085	0.499999
3.37	-0.990605	-0.974025	-0.974028	0.517136	0.499999
3.38	-0.988303	-0.971712	-0.971715	0.517188	0.499999
3.39	-0.985902	-0.969302	-0.969305	0.51724	0.499999
3.4	-0.983403	-0.966795	-0.966798	0.517291	0.499999
3.41	-0.980805	-0.964191	-0.964194	0.517343	0.499999
3.42	-0.978108	-0.96149	-0.961494	0.517395	0.499999
3.43	-0.975314	-0.958694	-0.958698	0.517447	0.499999
3.44	-0.972421	-0.955802	-0.955806	0.517498	0.499999
3.45	-0.969432	-0.952814	-0.952818	0.51755	0.499999
3.46	-0.966344	-0.949731	-0.949735	0.517602	0.499999
3.47	-0.96316	-0.946553	-0.946557	0.517654	0.499999
3.48	-0.95988	-0.94328	-0.943285	0.517705	0.499999
3.49	-0.956503	-0.939913	-0.939918	0.517757	0.499999
3.5	-0.95303	-0.936452	-0.936457	0.517809	0.499998
3.51	-0.949461	-0.932897	-0.932902	0.517861	0.499998
3.52	-0.945797	-0.929249	-0.929254	0.517913	0.499998
3.53	-0.942038	-0.925508	-0.925513	0.517964	0.499998
3.54	-0.938185	-0.921674	-0.92168	0.518016	0.499998
3.55	-0.934237	-0.917749	-0.917755	0.518068	0.499998
3.56	-0.930196	-0.913731	-0.913737	0.51812	0.499998
3.57	-0.926061	-0.909622	-0.909629	0.518172	0.499998
3.58	-0.921833	-0.905423	-0.905429	0.518223	0.499998
3.59	-0.917512	-0.901132	-0.901139	0.518275	0.499998
3.6	-0.913099	-0.896752	-0.896758	0.518327	0.499998
3.61	-0.908595	-0.892282	-0.892288	0.518379	0.499997
3.62	-0.903999	-0.887722	-0.887729	0.518431	0.499997
3.63	-0.899313	-0.883074	-0.883081	0.518483	0.499997
3.64	-0.894535	-0.878338	-0.878345	0.518534	0.499997
3.65	-0.889669	-0.873513	-0.873521	0.518586	0.499997
3.66	-0.884712	-0.868602	-0.868609	0.518638	0.499997
3.67	-0.879667	-0.863603	-0.863611	0.51869	0.499997
3.68	-0.874533	-0.858519	-0.858526	0.518742	0.499997
3.69	-0.869311	-0.853348	-0.853356	0.518794	0.499997
3.7	-0.864002	-0.848092	-0.8481	0.518846	0.499996
3.71	-0.858605	-0.842751	-0.842759	0.518897	0.499996
3.72	-0.853123	-0.837326	-0.837334	0.518949	0.499996
3.73	-0.847554	-0.831817	-0.831826	0.519001	0.499996
3.74	-0.841901	-0.826225	-0.826234	0.519053	0.499996
3.75	-0.836162	-0.82055	-0.820559	0.519105	0.499996
3.76	-0.830339	-0.814794	-0.814803	0.519157	0.499996
3.77	-0.824433	-0.808956	-0.808965	0.519209	0.499996
3.78	-0.818444	-0.803036	-0.803046	0.519261	0.499996
3.79	-0.812372	-0.797037	-0.797047	0.519313	0.499995
3.8	-0.806218	-0.790958	-0.790968	0.519365	0.499995
3.81	-0.799983	-0.7848	-0.78481	0.519417	0.499995
3.82	-0.793668	-0.778563	-0.778573	0.519469	0.499995
3.83	-0.787272	-0.772249	-0.772259	0.51952	0.499995
3.84	-0.780797	-0.765857	-0.765867	0.519572	0.499995
3.85	-0.774243	-0.759389	-0.759399	0.519624	0.499995
3.86	-0.767612	-0.752844	-0.752855	0.519676	0.499995
3.87	-0.760903	-0.746225	-0.746236	0.519728	0.499994
3.88	-0.754117	-0.739531	-0.739542	0.51978	0.499994
3.89	-0.747255	-0.732763	-0.732774	0.519832	0.499994
3.9	-0.740317	-0.725921	-0.725932	0.519884	0.499994
3.91	-0.733305	-0.719007	-0.719018	0.519936	0.499994
3.92	-0.726219	-0.712021	-0.712033	0.519988	0.499994
3.93	-0.71906	-0.704964	-0.704976	0.52004	0.499994
3.94	-0.711827	-0.697837	-0.697848	0.520092	0.499994
3.95	-0.704523	-0.690639	-0.690651	0.520144	0.499993
3.96	-0.697148	-0.683373	-0.683385	0.520196	0.499993
3.97	-0.689703	-0.676038	-0.67605	0.520248	0.499993
3.98	-0.682187	-0.668636	-0.668648	0.5203	0.499993
3.99	-0.674603	-0.661166	-0.661179	0.520352	0.499993
4	-0.66695	-0.653631	-0.653644	0.520404	0.499993
4.01	-0.65923	-0.64603	-0.646043	0.520456	0.499993
4.02	-0.651444	-0.638365	-0.638378	0.520508	0.499993
4.03	-0.643591	-0.630636	-0.630649	0.52056	0.499992
4.04	-0.635673	-0.622844	-0.622857	0.520613	0.499992
4.05	-0.627691	-0.614989	-0.615002	0.520665	0.499992
4.06	-0.619645	-0.607073	-0.607087	0.520717	0.499992
4.07	-0.611537	-0.599096	-0.59911	0.520769	0.499992
4.08	-0.603366	-0.59106	-0.591073	0.520821	0.499992
4.09	-0.595135	-0.582964	-0.582978	0.520873	0.499992
4.1	-0.586843	-0.57481	-0.574824	0.520925	0.499992
4.11	-0.578492	-0.566598	-0.566613	0.520977	0.499992
4.12	-0.570081	-0.55833	-0.558345	0.521029	0.499991
4.13	-0.561613	-0.550006	-0.550021	0.521081	0.499991
4.14	-0.553088	-0.541627	-0.541642	0.521133	0.499991
4.15	-0.544507	-0.533194	-0.533209	0.521185	0.499991
4.16	-0.535871	-0.524708	-0.524722	0.521238	0.499991
4.17	-0.52718	-0.516169	-0.516184	0.52129	0.499991
4.18	-0.518435	-0.507578	-0.507593	0.521342	0.499991
4.19	-0.509638	-0.498937	-0.498952	0.521394	0.499991
4.2	-0.500789	-0.490246	-0.490261	0.521446	0.499991
4.21	-0.491889	-0.481505	-0.481521	0.521498	0.49999
4.22	-0.482939	-0.472717	-0.472732	0.52155	0.49999
4.23	-0.47394	-0.463881	-0.463897	0.521603	0.49999
4.24	-0.464892	-0.454999	-0.455015	0.521655	0.49999
4.25	-0.455797	-0.446072	-0.446087	0.521707	0.49999
4.26	-0.446656	-0.437099	-0.437115	0.521759	0.49999
4.27	-0.437469	-0.428084	-0.4281	0.521811	0.49999
4.28	-0.428237	-0.419025	-0.419041	0.521863	0.49999
4.29	-0.418962	-0.409924	-0.409941	0.521916	0.49999
4.3	-0.409643	-0.400783	-0.400799	0.521968	0.49999
4.31	-0.400283	-0.391601	-0.391618	0.52202	0.499989
4.32	-0.390882	-0.38238	-0.382397	0.522072	0.499989
4.33	-0.381441	-0.373121	-0.373138	0.522124	0.499989
4.34	-0.371961	-0.363825	-0.363842	0.522177	0.499989
4.35	-0.362442	-0.354492	-0.354509	0.522229	0.499989
4.36	-0.352887	-0.345124	-0.345141	0.522281	0.499989
4.37	-0.343295	-0.335721	-0.335738	0.522333	0.499989
4.38	-0.333668	-0.326285	-0.326302	0.522386	0.499989
4.39	-0.324006	-0.316816	-0.316833	0.522438	0.499989
4.4	-0.314311	-0.307315	-0.307333	0.52249	0.499989
4.41	-0.304584	-0.297784	-0.297802	0.522542	0.499989
4.42	-0.294826	-0.288223	-0.288241	0.522595	0.499989
4.43	-0.285036	-0.278633	-0.278651	0.522647	0.499988
4.44	-0.275218	-0.269015	-0.269033	0.522699	0.499988
4.45	-0.265371	-0.259371	-0.259389	0.522751	0.499988
4.46	-0.255496	-0.2497	-0.249718	0.522804	0.499988
4.47	-0.245595	-0.240004	-0.240022	0.522856	0.499988
4.48	-0.235668	-0.230285	-0.230303	0.522908	0.499988
4.49	-0.225717	-0.220542	-0.22056	0.52296	0.499988
4.5	-0.215742	-0.210777	-0.210796	0.523013	0.499988
