x t u_exact u_numerical
0.5 0.2455 0.0886563 0.0899029
0.6 0.2455 0.0843172 0.0855027
0.7 0.2455 0.0717245 0.072733
0.8 0.2455 0.0521109 0.0528436
0.9 0.2455 0.0273963 0.0277815
1 0.2455 0 0

0 0.246 0 0
0.1 0.246 0.0272614 0.0276455
0.2 0.246 0.0518544 0.052585
0.3 0.246 0.0713714 0.072377
0.4 0.246 0.0839021 0.0850843
0.5 0.246 0.0882199 0.0894629
0.6 0.246 0.0839021 0.0850843
0.7 0.246 0.0713714 0.072377
0.8 0.246 0.0518544 0.052585
0.9 0.246 0.0272614 0.0276455
1 0.246 0 0

0 0.2465 0 0
0.1 0.2465 0.0271273 0.0275102
0.2 0.2465 0.0515991 0.0523276
0.3 0.2465 0.0710201 0.0720227
0.4 0.2465 0.0834891 0.0846678
0.5 0.2465 0.0877856 0.089025
0.6 0.2465 0.0834891 0.0846678
0.7 0.2465 0.0710201 0.0720227
0.8 0.2465 0.0515991 0.0523276
0.9 0.2465 0.0271273 0.0275102
1 0.2465 0 0

0 0.247 0 0
0.1 0.247 0.0269937 0.0273756
0.2 0.247 0.0513451 0.0520715
0.3 0.247 0.0706705 0.0716702
0.4 0.247 0.0830781 0.0842534
0.5 0.247 0.0873535 0.0885893
0.6 0.247 0.0830781 0.0842534
0.7 0.247 0.0706705 0.0716702
0.8 0.247 0.0513451 0.0520715
0.9 0.247 0.0269937 0.0273756
1 0.247 0 0

0 0.2475 0 0
0.1 0.2475 0.0268608 0.0272416
0.2 0.2475 0.0510923 0.0518166
0.3 0.2475 0.0703226 0.0713195
0.4 0.2475 0.0826691 0.0838411
0.5 0.2475 0.0869235 0.0881557
0.6 0.2475 0.0826691 0.0838411
0.7 0.2475 0.0703226 0.0713195
0.8 0.2475 0.0510923 0.0518166
0.9 0.2475 0.0268608 0.0272416
1 0.2475 0 0

0 0.248 0 0
0.1 0.248 0.0267286 0.0271083
0.2 0.248 0.0508408 0.051563
0.3 0.248 0.0699764 0.0709704
0.4 0.248 0.0822622 0.0834307
0.5 0.248 0.0864956 0.0877242
0.6 0.248 0.0822622 0.0834307
0.7 0.248 0.0699764 0.0709704
0.8 0.248 0.0508408 0.051563
0.9 0.248 0.0267286 0.0271083
1 0.248 0 0

0 0.2485 0 0
0.1 0.2485 0.026597 0.0269756
0.2 0.2485 0.0505906 0.0513106
0.3 0.2485 0.0696319 0.070623
0.4 0.2485 0.0818572 0.0830224
0.5 0.2485 0.0860698 0.0872949
0.6 0.2485 0.0818572 0.0830224
0.7 0.2485 0.0696319 0.070623
0.8 0.2485 0.0505906 0.0513106
0.9 0.2485 0.026597 0.0269756
1 0.2485 0 0

0 0.249 0 0
0.1 0.249 0.0264661 0.0268436
0.2 0.249 0.0503415 0.0510595
0.3 0.249 0.0692892 0.0702774
0.4 0.249 0.0814543 0.082616
0.5 0.249 0.0856461 0.0868676
0.6 0.249 0.0814543 0.082616
0.7 0.249 0.0692892 0.0702774
0.8 0.249 0.0503415 0.0510595
0.9 0.249 0.0264661 0.0268436
1 0.249 0 0

0 0.2495 0 0
0.1 0.2495 0.0263358 0.0267122
0.2 0.2495 0.0500937 0.0508096
0.3 0.2495 0.0689481 0.0699334
0.4 0.2495 0.0810533 0.0822117
0.5 0.2495 0.0852245 0.0864425
0.6 0.2495 0.0810533 0.0822117
0.7 0.2495 0.0689481 0.0699334
0.8 0.2495 0.0500937 0.0508096
0.9 0.2495 0.0263358 0.0267122
1 0.2495 0 0

0 0.25 0 0
0.1 0.25 0.0262062 0.0265815
0.2 0.25 0.0498471 0.0505609
0.3 0.25 0.0686087 0.0695912
0.4 0.25 0.0806543 0.0818093
0.5 0.25 0.084805 0.0860194
0.6 0.25 0.0806543 0.0818093
0.7 0.25 0.0686087 0.0695912
0.8 0.25 0.0498471 0.0505609
0.9 0.25 0.0262062 0.0265815
1 0.25 0 0

0 0.2505 0 0
0.1 0.2505 0.0260772 0.0264514
0.2 0.2505 0.0496017 0.0503135
0.3 0.2505 0.0682709 0.0692506
0.4 0.2505 0.0802573 0.0814089
0.5 0.2505 0.0843875 0.0855984
0.6 0.2505 0.0802573 0.0814089
0.7 0.2505 0.0682709 0.0692506
0.8 0.2505 0.0496017 0.0503135
0.9 0.2505 0.0260772 0.0264514
1 0.2505 0 0

0 0.251 0 0
0.1 0.251 0.0259488 0.0263219
0.2 0.251 0.0493576 0.0500672
0.3 0.251 0.0679349 0.0689116
0.4 0.251 0.0798622 0.0810105
0.5 0.251 0.0839721 0.0851794
0.6 0.251 0.0798622 0.0810105
0.7 0.251 0.0679349 0.0689116
0.8 0.251 0.0493576 0.0500672
0.9 0.251 0.0259488 0.0263219
1 0.251 0 0

0 0.2515 0 0
0.1 0.2515 0.0258211 0.0261931
0.2 0.2515 0.0491146 0.0498222
0.3 0.2515 0.0676004 0.0685743
0.4 0.2515 0.0794691 0.080614
0.5 0.2515 0.0835587 0.0847625
0.6 0.2515 0.0794691 0.080614
0.7 0.2515 0.0676004 0.0685743
0.8 0.2515 0.0491146 0.0498222
0.9 0.2515 0.0258211 0.0261931
1 0.2515 0 0

0 0.252 0 0
0.1 0.252 0.025694 0.0260649
0.2 0.252 0.0488728 0.0495783
0.3 0.252 0.0672677 0.0682387
0.4 0.252 0.0790779 0.0802194
0.5 0.252 0.0831474 0.0843477
0.6 0.252 0.0790779 0.0802194
0.7 0.252 0.0672677 0.0682387
0.8 0.252 0.0488728 0.0495783
0.9 0.252 0.025694 0.0260649
1 0.252 0 0

0 0.2525 0 0
0.1 0.2525 0.0255675 0.0259373
0.2 0.2525 0.0486322 0.0493357
0.3 0.2525 0.0669365 0.0679047
0.4 0.2525 0.0786886 0.0798268
0.5 0.2525 0.0827381 0.0839349
0.6 0.2525 0.0786886 0.0798268
0.7 0.2525 0.0669365 0.0679047
0.8 0.2525 0.0486322 0.0493357
0.9 0.2525 0.0255675 0.0259373
1 0.2525 0 0

0 0.253 0 0
0.1 0.253 0.0254416 0.0258104
0.2 0.253 0.0483928 0.0490942
0.3 0.253 0.066607 0.0675724
0.4 0.253 0.0783013 0.0794361
0.5 0.253 0.0823308 0.0835241
0.6 0.253 0.0783013 0.0794361
0.7 0.253 0.066607 0.0675724
0.8 0.253 0.0483928 0.0490942
0.9 0.253 0.0254416 0.0258104
1 0.253 0 0

0 0.2535 0 0
0.1 0.2535 0.0253164 0.025684
0.2 0.2535 0.0481546 0.0488539
0.3 0.2535 0.0662791 0.0672417
0.4 0.2535 0.0779158 0.0790473
0.5 0.2535 0.0819255 0.0831153
0.6 0.2535 0.0779158 0.0790473
0.7 0.2535 0.0662791 0.0672417
0.8 0.2535 0.0481546 0.0488539
0.9 0.2535 0.0253164 0.025684
1 0.2535 0 0

0 0.254 0 0
0.1 0.254 0.0251918 0.0255583
0.2 0.254 0.0479176 0.0486148
0.3 0.254 0.0659529 0.0669126
0.4 0.254 0.0775322 0.0786604
0.5 0.254 0.0815222 0.0827085
0.6 0.254 0.0775322 0.0786604
0.7 0.254 0.0659529 0.0669126
0.8 0.254 0.0479176 0.0486148
0.9 0.254 0.0251918 0.0255583
1 0.254 0 0

0 0.2545 0 0
0.1 0.2545 0.0250677 0.0254332
0.2 0.2545 0.0476817 0.0483769
0.3 0.2545 0.0656282 0.0665851
0.4 0.2545 0.0771506 0.0782754
0.5 0.2545 0.0811209 0.0823037
0.6 0.2545 0.0771506 0.0782754
0.7 0.2545 0.0656282 0.0665851
0.8 0.2545 0.0476817 0.0483769
0.9 0.2545 0.0250677 0.0254332
1 0.2545 0 0

0 0.255 0 0
0.1 0.255 0.0249443 0.0253087
0.2 0.255 0.047447 0.0481401
0.3 0.255 0.0653051 0.0662592
0.4 0.255 0.0767708 0.0778923
0.5 0.255 0.0807216 0.0819008
0.6 0.255 0.0767708 0.0778923
0.7 0.255 0.0653051 0.0662592
0.8 0.255 0.047447 0.0481401
0.9 0.255 0.0249443 0.0253087
1 0.255 0 0

0 0.2555 0 0
0.1 0.2555 0.0248216 0.0251849
0.2 0.2555 0.0472134 0.0479045
0.3 0.2555 0.0649837 0.0659349
0.4 0.2555 0.0763929 0.0775111
0.5 0.2555 0.0803242 0.0815
0.6 0.2555 0.0763929 0.0775111
0.7 0.2555 0.0649837 0.0659349
0.8 0.2555 0.0472134 0.0479045
0.9 0.2555 0.0248216 0.0251849
1 0.2555 0 0

0 0.256 0 0
0.1 0.256 0.0246994 0.0250616
0.2 0.256 0.046981 0.04767
0.3 0.256 0.0646638 0.0656122
0.4 0.256 0.0760168 0.0771317
0.5 0.256 0.0799288 0.0811011
0.6 0.256 0.0760168 0.0771317
0.7 0.256 0.0646638 0.0656122
0.8 0.256 0.046981 0.04767
0.9 0.256 0.0246994 0.0250616
1 0.256 0 0

0 0.2565 0 0
0.1 0.2565 0.0245778 0.024939
0.2 0.2565 0.0467497 0.0474367
0.3 0.2565 0.0643455 0.065291
0.4 0.2565 0.0756426 0.0767542
0.5 0.2565 0.0795354 0.0807042
0.6 0.2565 0.0756426 0.0767542
0.7 0.2565 0.0643455 0.065291
0.8 0.2565 0.0467497 0.0474367
0.9 0.2565 0.0245778 0.024939
1 0.2565 0 0

0 0.257 0 0
0.1 0.257 0.0244568 0.0248169
0.2 0.257 0.0465196 0.0472045
0.3 0.257 0.0640287 0.0649715
0.4 0.257 0.0752703 0.0763786
0.5 0.257 0.0791438 0.0803092
0.6 0.257 0.0752703 0.0763786
0.7 0.257 0.0640287 0.0649715
0.8 0.257 0.0465196 0.0472045
0.9 0.257 0.0244568 0.0248169
1 0.257 0 0

0 0.2575 0 0
0.1 0.2575 0.0243364 0.0246954
0.2 0.2575 0.0462906 0.0469735
0.3 0.2575 0.0637135 0.0646535
0.4 0.2575 0.0748997 0.0760047
0.5 0.2575 0.0787542 0.0799161
0.6 0.2575 0.0748997 0.0760047
0.7 0.2575 0.0637135 0.0646535
0.8 0.2575 0.0462906 0.0469735
0.9 0.2575 0.0243364 0.0246954
1 0.2575 0 0

0 0.258 0 0
0.1 0.258 0.0242166 0.0245746
0.2 0.258 0.0460627 0.0467436
0.3 0.258 0.0633999 0.064337
0.4 0.258 0.074531 0.0756327
0.5 0.258 0.0783666 0.079525
0.6 0.258 0.074531 0.0756327
0.7 0.258 0.0633999 0.064337
0.8 0.258 0.0460627 0.0467436
0.9 0.258 0.0242166 0.0245746
1 0.258 0 0

0 0.2585 0 0
0.1 0.2585 0.0240974 0.0244543
0.2 0.2585 0.045836 0.0465148
0.3 0.2585 0.0630878 0.0640222
0.4 0.2585 0.0741641 0.0752626
0.5 0.2585 0.0779808 0.0791357
0.6 0.2585 0.0741641 0.0752626
0.7 0.2585 0.0630878 0.0640222
0.8 0.2585 0.045836 0.0465148
0.9 0.2585 0.0240974 0.0244543
1 0.2585 0 0

0 0.259 0 0
0.1 0.259 0.0239788 0.0243346
0.2 0.259 0.0456103 0.0462872
0.3 0.259 0.0627772 0.0637088
0.4 0.259 0.0737991 0.0748942
0.5 0.259 0.0775969 0.0787484
0.6 0.259 0.0737991 0.0748942
0.7 0.259 0.0627772 0.0637088
0.8 0.259 0.0456103 0.0462872
0.9 0.259 0.0239788 0.0243346
1 0.259 0 0

0 0.2595 0 0
0.1 0.2595 0.0238607 0.0242155
0.2 0.2595 0.0453858 0.0460606
0.3 0.2595 0.0624682 0.063397
0.4 0.2595 0.0734358 0.0745276
0.5 0.2595 0.0772149 0.078363
0.6 0.2595 0.0734358 0.0745276
0.7 0.2595 0.0624682 0.063397
0.8 0.2595 0.0453858 0.0460606
0.9 0.2595 0.0238607 0.0242155
1 0.2595 0 0

0 0.26 0 0
0.1 0.26 0.0237433 0.024097
0.2 0.26 0.0451624 0.0458352
0.3 0.26 0.0621607 0.0630867
0.4 0.26 0.0730743 0.0741629
0.5 0.26 0.0768348 0.0779795
0.6 0.26 0.0730743 0.0741629
0.7 0.26 0.0621607 0.0630867
0.8 0.26 0.0451624 0.0458352
0.9 0.26 0.0237433 0.024097
1 0.26 0 0

0 0.2605 0 0
0.1 0.2605 0.0236264 0.023979
0.2 0.2605 0.0449401 0.0456108
0.3 0.2605 0.0618547 0.0627779
0.4 0.2605 0.0727146 0.0737999
0.5 0.2605 0.0764566 0.0775978
0.6 0.2605 0.0727146 0.0737999
0.7 0.2605 0.0618547 0.0627779
0.8 0.2605 0.0449401 0.0456108
0.9 0.2605 0.0236264 0.023979
1 0.2605 0 0

0 0.261 0 0
0.1 0.261 0.0235101 0.0238617
0.2 0.261 0.0447188 0.0453876
0.3 0.261 0.0615502 0.0624707
0.4 0.261 0.0723566 0.0734387
0.5 0.261 0.0760802 0.077218
0.6 0.261 0.0723566 0.0734387
0.7 0.261 0.0615502 0.0624707
0.8 0.261 0.0447188 0.0453876
0.9 0.261 0.0235101 0.0238617
1 0.261 0 0

0 0.2615 0 0
0.1 0.2615 0.0233944 0.0237449
0.2 0.2615 0.0444987 0.0451655
0.3 0.2615 0.0612472 0.0621649
0.4 0.2615 0.0720004 0.0730793
0.5 0.2615 0.0757057 0.0768401
0.6 0.2615 0.0720004 0.0730793
0.7 0.2615 0.0612472 0.0621649
0.8 0.2615 0.0444987 0.0451655
0.9 0.2615 0.0233944 0.0237449
1 0.2615 0 0

0 0.262 0 0
0.1 0.262 0.0232792 0.0236287
0.2 0.262 0.0442797 0.0449444
0.3 0.262 0.0609457 0.0618607
0.4 0.262 0.071646 0.0727216
0.5 0.262 0.075333 0.076464
0.6 0.262 0.071646 0.0727216
0.7 0.262 0.0609457 0.0618607
0.8 0.262 0.0442797 0.0449444
0.9 0.262 0.0232792 0.0236287
1 0.262 0 0

0 0.2625 0 0
0.1 0.2625 0.0231646 0.023513
0.2 0.2625 0.0440617 0.0447244
0.3 0.2625 0.0606457 0.0615579
0.4 0.2625 0.0712933 0.0723657
0.5 0.2625 0.0749622 0.0760898
0.6 0.2625 0.0712933 0.0723657
0.7 0.2625 0.0606457 0.0615579
0.8 0.2625 0.0440617 0.0447244
0.9 0.2625 0.0231646 0.023513
1 0.2625 0 0

0 0.263 0 0
0.1 0.263 0.0230506 0.0233979
0.2 0.263 0.0438448 0.0445055
0.3 0.263 0.0603472 0.0612566
0.4 0.263 0.0709423 0.0720115
0.5 0.263 0.0745932 0.0757174
0.6 0.263 0.0709423 0.0720115
0.7 0.263 0.0603472 0.0612566
0.8 0.263 0.0438448 0.0445055
0.9 0.263 0.0230506 0.0233979
1 0.263 0 0

0 0.2635 0 0
0.1 0.2635 0.0229371 0.0232834
0.2 0.2635 0.0436289 0.0442877
0.3 0.2635 0.0600501 0.0609568
0.4 0.2635 0.0705931 0.071659
0.5 0.2635 0.074226 0.0753468
0.6 0.2635 0.0705931 0.071659
0.7 0.2635 0.0600501 0.0609568
0.8 0.2635 0.0436289 0.0442877
0.9 0.2635 0.0229371 0.0232834
1 0.2635 0 0

0 0.264 0 0
0.1 0.264 0.0228242 0.0231695
0.2 0.264 0.0434142 0.044071
0.3 0.264 0.0597545 0.0606585
0.4 0.264 0.0702456 0.0713083
0.5 0.264 0.0738606 0.074978
0.6 0.264 0.0702456 0.0713083
0.7 0.264 0.0597545 0.0606585
0.8 0.264 0.0434142 0.044071
0.9 0.264 0.0228242 0.0231695
1 0.264 0 0

0 0.2645 0 0
0.1 0.2645 0.0227118 0.0230561
0.2 0.2645 0.0432005 0.0438553
0.3 0.2645 0.0594603 0.0603616
0.4 0.2645 0.0698998 0.0709593
0.5 0.2645 0.073497 0.074611
0.6 0.2645 0.0698998 0.0709593
0.7 0.2645 0.0594603 0.0603616
0.8 0.2645 0.0432005 0.0438553
0.9 0.2645 0.0227118 0.0230561
1 0.2645 0 0

0 0.265 0 0
0.1 0.265 0.0226 0.0229432
0.2 0.265 0.0429878 0.0436406
0.3 0.265 0.0591676 0.0600662
0.4 0.265 0.0695557 0.070612
0.5 0.265 0.0731352 0.0742458
0.6 0.265 0.0695557 0.070612
0.7 0.265 0.0591676 0.0600662
0.8 0.265 0.0429878 0.0436406
0.9 0.265 0.0226 0.0229432
1 0.265 0 0

0 0.2655 0 0
0.1 0.2655 0.0224888 0.0228309
0.2 0.2655 0.0427762 0.043427
0.3 0.2655 0.0588764 0.0597722
0.4 0.2655 0.0692133 0.0702664
0.5 0.2655 0.0727752 0.0738825
0.6 0.2655 0.0692133 0.0702664
0.7 0.2655 0.0588764 0.0597722
0.8 0.2655 0.0427762 0.043427
0.9 0.2655 0.0224888 0.0228309
1 0.2655 0 0

0 0.266 0 0
0.1 0.266 0.0223781 0.0227192
0.2 0.266 0.0425656 0.0432145
0.3 0.266 0.0585866 0.0594796
0.4 0.266 0.0688726 0.0699225
0.5 0.266 0.072417 0.0735209
0.6 0.266 0.0688726 0.0699225
0.7 0.266 0.0585866 0.0594796
0.8 0.266 0.0425656 0.0432145
0.9 0.266 0.0223781 0.0227192
1 0.266 0 0

0 0.2665 0 0
0.1 0.2665 0.0222679 0.022608
0.2 0.2665 0.0423561 0.043003
0.3 0.2665 0.0582981 0.0591885
0.4 0.2665 0.0685336 0.0695803
0.5 0.2665 0.0720605 0.073161
0.6 0.2665 0.0685336 0.0695803
0.7 0.2665 0.0582981 0.0591885
0.8 0.2665 0.0423561 0.043003
0.9 0.2665 0.0222679 0.022608
1 0.2665 0 0

0 0.267 0 0
0.1 0.267 0.0221583 0.0224973
0.2 0.267 0.0421476 0.0427925
0.3 0.267 0.0580112 0.0588988
0.4 0.267 0.0681962 0.0692397
0.5 0.267 0.0717057 0.0728029
0.6 0.267 0.0681962 0.0692397
0.7 0.267 0.0580112 0.0588988
0.8 0.267 0.0421476 0.0427925
0.9 0.267 0.0221583 0.0224973
1 0.267 0 0

0 0.2675 0 0
0.1 0.2675 0.0220492 0.0223872
0.2 0.2675 0.0419401 0.0425831
0.3 0.2675 0.0577256 0.0586105
0.4 0.2675 0.0678605 0.0689008
0.5 0.2675 0.0713528 0.0724466
0.6 0.2675 0.0678605 0.0689008
0.7 0.2675 0.0577256 0.0586105
0.8 0.2675 0.0419401 0.0425831
0.9 0.2675 0.0220492 0.0223872
1 0.2675 0 0

0 0.268 0 0
0.1 0.268 0.0219407 0.0222777
0.2 0.268 0.0417336 0.0423746
0.3 0.268 0.0574414 0.0583237
0.4 0.268 0.0675265 0.0685636
0.5 0.268 0.0710015 0.072092
0.6 0.268 0.0675265 0.0685636
0.7 0.268 0.0574414 0.0583237
0.8 0.268 0.0417336 0.0423746
0.9 0.268 0.0219407 0.0222777
1 0.268 0 0

0 0.2685 0 0
0.1 0.2685 0.0218327 0.0221686
0.2 0.2685 0.0415282 0.0421672
0.3 0.2685 0.0571587 0.0580382
0.4 0.2685 0.0671941 0.068228
0.5 0.2685 0.070652 0.0717392
0.6 0.2685 0.0671941 0.068228
0.7 0.2685 0.0571587 0.0580382
0.8 0.2685 0.0415282 0.0421672
0.9 0.2685 0.0218327 0.0221686
1 0.2685 0 0

0 0.269 0 0
0.1 0.269 0.0217252 0.0220601
0.2 0.269 0.0413238 0.0419609
0.3 0.269 0.0568773 0.0577542
0.4 0.269 0.0668633 0.0678941
0.5 0.269 0.0703042 0.0713881
0.6 0.269 0.0668633 0.0678941
0.7 0.269 0.0568773 0.0577542
0.8 0.269 0.0413238 0.0419609
0.9 0.269 0.0217252 0.0220601
1 0.269 0 0

0 0.2695 0 0
0.1 0.2695 0.0216183 0.0219522
0.2 0.2695 0.0411204 0.0417555
0.3 0.2695 0.0565973 0.0574715
0.4 0.2695 0.0665341 0.0675618
0.5 0.2695 0.0699581 0.0710387
0.6 0.2695 0.0665341 0.0675618
0.7 0.2695 0.0565973 0.0574715
0.8 0.2695 0.0411204 0.0417555
0.9 0.2695 0.0216183 0.0219522
1 0.2695 0 0

0 0.27 0 0
0.1 0.27 0.0215118 0.0218447
0.2 0.27 0.0409179 0.0415511
0.3 0.27 0.0563187 0.0571902
0.4 0.27 0.0662066 0.0672311
0.5 0.27 0.0696137 0.070691
0.6 0.27 0.0662066 0.0672311
0.7 0.27 0.0563187 0.0571902
0.8 0.27 0.0409179 0.0415511
0.9 0.27 0.0215118 0.0218447
1 0.27 0 0

0 0.2705 0 0
0.1 0.2705 0.0214059 0.0217378
0.2 0.2705 0.0407165 0.0413478
0.3 0.2705 0.0560415 0.0569103
0.4 0.2705 0.0658807 0.0669021
0.5 0.2705 0.0692711 0.070345
0.6 0.2705 0.0658807 0.0669021
0.7 0.2705 0.0560415 0.0569103
0.8 0.2705 0.0407165 0.0413478
0.9 0.2705 0.0214059 0.0217378
1 0.2705 0 0

0 0.271 0 0
0.1 0.271 0.0213006 0.0216314
0.2 0.271 0.0405161 0.0411454
0.3 0.271 0.0557656 0.0566318
0.4 0.271 0.0655564 0.0665746
0.5 0.271 0.0689301 0.0700007
0.6 0.271 0.0655564 0.0665746
0.7 0.271 0.0557656 0.0566318
0.8 0.271 0.0405161 0.0411454
0.9 0.271 0.0213006 0.0216314
1 0.271 0 0

0 0.2715 0 0
0.1 0.2715 0.0211957 0.0215255
0.2 0.2715 0.0403166 0.040944
0.3 0.2715 0.0554911 0.0563546
0.4 0.2715 0.0652337 0.0662488
0.5 0.2715 0.0685907 0.0696581
0.6 0.2715 0.0652337 0.0662488
0.7 0.2715 0.0554911 0.0563546
0.8 0.2715 0.0403166 0.040944
0.9 0.2715 0.0211957 0.0215255
1 0.2715 0 0

0 0.272 0 0
0.1 0.272 0.0210914 0.0214202
0.2 0.272 0.0401182 0.0407436
0.3 0.272 0.0552179 0.0560788
0.4 0.272 0.0649126 0.0659246
0.5 0.272 0.0682531 0.0693172
0.6 0.272 0.0649126 0.0659246
0.7 0.272 0.0552179 0.0560788
0.8 0.272 0.0401182 0.0407436
0.9 0.272 0.0210914 0.0214202
1 0.272 0 0

0 0.2725 0 0
0.1 0.2725 0.0209875 0.0213153
0.2 0.2725 0.0399207 0.0405442
0.3 0.2725 0.0549461 0.0558043
0.4 0.2725 0.064593 0.0656019
0.5 0.2725 0.0679171 0.0689779
0.6 0.2725 0.064593 0.0656019
0.7 0.2725 0.0549461 0.0558043
0.8 0.2725 0.0399207 0.0405442
0.9 0.2725 0.0209875 0.0213153
1 0.2725 0 0

0 0.273 0 0
0.1 0.273 0.0208842 0.021211
0.2 0.273 0.0397242 0.0403458
0.3 0.273 0.0546756 0.0555312
0.4 0.273 0.064275 0.0652808
0.5 0.273 0.0675828 0.0686403
0.6 0.273 0.064275 0.0652808
0.7 0.273 0.0546756 0.0555312
0.8 0.273 0.0397242 0.0403458
0.9 0.273 0.0208842 0.021211
1 0.273 0 0

0 0.2735 0 0
0.1 0.2735 0.0207814 0.0211072
0.2 0.2735 0.0395286 0.0401483
0.3 0.2735 0.0544065 0.0552594
0.4 0.2735 0.0639586 0.0649613
0.5 0.2735 0.0672501 0.0683044
0.6 0.2735 0.0639586 0.0649613
0.7 0.2735 0.0544065 0.0552594
0.8 0.2735 0.0395286 0.0401483
0.9 0.2735 0.0207814 0.0211072
1 0.2735 0 0

0 0.274 0 0
0.1 0.274 0.0206791 0.0210039
0.2 0.274 0.039334 0.0399518
0.3 0.274 0.0541386 0.0549889
0.4 0.274 0.0636438 0.0646434
0.5 0.274 0.066919 0.0679701
0.6 0.274 0.0636438 0.0646434
0.7 0.274 0.0541386 0.0549889
0.8 0.274 0.039334 0.0399518
0.9 0.274 0.0206791 0.0210039
1 0.274 0 0

0 0.2745 0 0
0.1 0.2745 0.0205773 0.0209011
0.2 0.2745 0.0391404 0.0397563
0.3 0.2745 0.0538721 0.0547198
0.4 0.2745 0.0633305 0.064327
0.5 0.2745 0.0665896 0.0676374
0.6 0.2745 0.0633305 0.064327
0.7 0.2745 0.0538721 0.0547198
0.8 0.2745 0.0391404 0.0397563
0.9 0.2745 0.0205773 0.0209011
1 0.2745 0 0

0 0.275 0 0
0.1 0.275 0.020476 0.0207988
0.2 0.275 0.0389477 0.0395617
0.3 0.275 0.0536069 0.054452
0.4 0.275 0.0630187 0.0640121
0.5 0.275 0.0662618 0.0673063
0.6 0.275 0.0630187 0.0640121
0.7 0.275 0.0536069 0.054452
0.8 0.275 0.0389477 0.0395617
0.9 0.275 0.020476 0.0207988
1 0.275 0 0

0 0.2755 0 0
0.1 0.2755 0.0203752 0.020697
0.2 0.2755 0.038756 0.0393681
0.3 0.2755 0.0533431 0.0541855
0.4 0.2755 0.0627085 0.0636988
0.5 0.2755 0.0659357 0.0669769
0.6 0.2755 0.0627085 0.0636988
0.7 0.2755 0.0533431 0.0541855
0.8 0.2755 0.038756 0.0393681
0.9 0.2755 0.0203752 0.020697
1 0.2755 0 0

0 0.276 0 0
0.1 0.276 0.0202749 0.0205957
0.2 0.276 0.0385652 0.0391754
0.3 0.276 0.0530805 0.0539203
0.4 0.276 0.0623998 0.0633871
0.5 0.276 0.0656111 0.0666491
0.6 0.276 0.0623998 0.0633871
0.7 0.276 0.0530805 0.0539203
0.8 0.276 0.0385652 0.0391754
0.9 0.276 0.0202749 0.0205957
1 0.276 0 0

0 0.2765 0 0
0.1 0.2765 0.0201751 0.0204949
0.2 0.2765 0.0383754 0.0389836
0.3 0.2765 0.0528192 0.0536564
0.4 0.2765 0.0620927 0.0630768
0.5 0.2765 0.0652881 0.0663229
0.6 0.2765 0.0620927 0.0630768
0.7 0.2765 0.0528192 0.0536564
0.8 0.2765 0.0383754 0.0389836
0.9 0.2765 0.0201751 0.0204949
1 0.2765 0 0

0 0.277 0 0
0.1 0.277 0.0200758 0.0203946
0.2 0.277 0.0381865 0.0387928
0.3 0.277 0.0525592 0.0533938
0.4 0.277 0.061787 0.0627681
0.5 0.277 0.0649667 0.0659983
0.6 0.277 0.061787 0.0627681
0.7 0.277 0.0525592 0.0533938
0.8 0.277 0.0381865 0.0387928
0.9 0.277 0.0200758 0.0203946
1 0.277 0 0

0 0.2775 0 0
0.1 0.2775 0.019977 0.0202948
0.2 0.2775 0.0379985 0.038603
0.3 0.2775 0.0523004 0.0531324
0.4 0.2775 0.0614828 0.0624609
0.5 0.2775 0.0646469 0.0656753
0.6 0.2775 0.0614828 0.0624609
0.7 0.2775 0.0523004 0.0531324
0.8 0.2775 0.0379985 0.038603
0.9 0.2775 0.019977 0.0202948
1 0.2775 0 0

0 0.278 0 0
0.1 0.278 0.0198786 0.0201955
0.2 0.278 0.0378114 0.038414
0.3 0.278 0.052043 0.0528724
0.4 0.278 0.0611802 0.0621552
0.5 0.278 0.0643287 0.0653539
0.6 0.278 0.0611802 0.0621552
0.7 0.278 0.052043 0.0528724
0.8 0.278 0.0378114 0.038414
0.9 0.278 0.0198786 0.0201955
1 0.278 0 0

0 0.2785 0 0
0.1 0.2785 0.0197808 0.0200966
0.2 0.2785 0.0376253 0.038226
0.3 0.2785 0.0517868 0.0526136
0.4 0.2785 0.060879 0.061851
0.5 0.2785 0.064012 0.065034
0.6 0.2785 0.060879 0.061851
0.7 0.2785 0.0517868 0.0526136
0.8 0.2785 0.0376253 0.038226
0.9 0.2785 0.0197808 0.0200966
1 0.2785 0 0

0 0.279 0 0
0.1 0.279 0.0196834 0.0199982
0.2 0.279 0.0374401 0.0380389
0.3 0.279 0.0515319 0.0523561
0.4 0.279 0.0605793 0.0615483
0.5 0.279 0.0636969 0.0647157
0.6 0.279 0.0605793 0.0615483
0.7 0.279 0.0515319 0.0523561
0.8 0.279 0.0374401 0.0380389
0.9 0.279 0.0196834 0.0199982
1 0.279 0 0

0 0.2795 0 0
0.1 0.2795 0.0195865 0.0199004
0.2 0.2795 0.0372558 0.0378528
0.3 0.2795 0.0512782 0.0520998
0.4 0.2795 0.0602811 0.061247
0.5 0.2795 0.0633833 0.0643989
0.6 0.2795 0.0602811 0.061247
0.7 0.2795 0.0512782 0.0520998
