x t u_exact u_numerical
0.2 0.005 0.559483 0.559642
0.3 0.005 0.770063 0.770282
0.4 0.005 0.905263 0.90552
0.5 0.005 0.95185 0.952121
0.6 0.005 0.905263 0.90552
0.7 0.005 0.770063 0.770282
0.8 0.005 0.559483 0.559642
0.9 0.005 0.294138 0.294221
1 0.005 0 0

0 0.0055 0 0
0.1 0.0055 0.29269 0.292781
0.2 0.0055 0.556729 0.556903
0.3 0.0055 0.766272 0.766512
0.4 0.0055 0.900807 0.901088
0.5 0.0055 0.947164 0.947461
0.6 0.0055 0.900807 0.901088
0.7 0.0055 0.766272 0.766512
0.8 0.0055 0.556729 0.556903
0.9 0.0055 0.29269 0.292781
1 0.0055 0 0

0 0.006 0 0
0.1 0.006 0.291249 0.291348
0.2 0.006 0.553989 0.554178
0.3 0.006 0.7625 0.76276
0.4 0.006 0.896372 0.896678
0.5 0.006 0.942502 0.942823
0.6 0.006 0.896372 0.896678
0.7 0.006 0.7625 0.76276
0.8 0.006 0.553989 0.554178
0.9 0.006 0.291249 0.291348
1 0.006 0 0

0 0.0065 0 0
0.1 0.0065 0.289815 0.289922
0.2 0.0065 0.551261 0.551465
0.3 0.0065 0.758746 0.759027
0.4 0.0065 0.89196 0.89229
0.5 0.0065 0.937862 0.938209
0.6 0.0065 0.89196 0.89229
0.7 0.0065 0.758746 0.759027
0.8 0.0065 0.551261 0.551465
0.9 0.0065 0.289815 0.289922
1 0.0065 0 0

0 0.007 0 0
0.1 0.007 0.288389 0.288503
0.2 0.007 0.548548 0.548766
0.3 0.007 0.755011 0.755312
0.4 0.007 0.887569 0.887922
0.5 0.007 0.933245 0.933617
0.6 0.007 0.887569 0.887922
0.7 0.007 0.755011 0.755312
0.8 0.007 0.548548 0.548766
0.9 0.007 0.288389 0.288503
1 0.007 0 0

0 0.0075 0 0
0.1 0.0075 0.286969 0.287091
0.2 0.0075 0.545847 0.54608
0.3 0.0075 0.751295 0.751615
0.4 0.0075 0.8832 0.883577
0.5 0.0075 0.928651 0.929047
0.6 0.0075 0.8832 0.883577
0.7 0.0075 0.751295 0.751615
0.8 0.0075 0.545847 0.54608
0.9 0.0075 0.286969 0.287091
1 0.0075 0 0

0 0.008 0 0
0.1 0.008 0.285556 0.285686
0.2 0.008 0.54316 0.543408
0.3 0.008 0.747596 0.747937
0.4 0.008 0.878852 0.879252
0.5 0.008 0.92408 0.9245
0.6 0.008 0.878852 0.879252
0.7 0.008 0.747596 0.747937
0.8 0.008 0.54316 0.543408
0.9 0.008 0.285556 0.285686
1 0.008 0 0

0 0.0085 0 0
0.1 0.0085 0.284151 0.284288
0.2 0.0085 0.540487 0.540748
0.3 0.0085 0.743916 0.744276
0.4 0.0085 0.874526 0.874949
0.5 0.0085 0.919531 0.919976
0.6 0.0085 0.874526 0.874949
0.7 0.0085 0.743916 0.744276
0.8 0.0085 0.540487 0.540748
0.9 0.0085 0.284151 0.284288
1 0.0085 0 0

0 0.009 0 0
0.1 0.009 0.282752 0.282897
0.2 0.009 0.537826 0.538101
0.3 0.009 0.740254 0.740633
0.4 0.009 0.870221 0.870666
0.5 0.009 0.915004 0.915473
0.6 0.009 0.870221 0.870666
0.7 0.009 0.740254 0.740633
0.8 0.009 0.537826 0.538101
0.9 0.009 0.282752 0.282897
1 0.009 0 0

0 0.0095 0 0
0.1 0.0095 0.28136 0.281512
0.2 0.0095 0.535179 0.535468
0.3 0.0095 0.73661 0.737008
0.4 0.0095 0.865937 0.866405
0.5 0.0095 0.9105 0.910992
0.6 0.0095 0.865937 0.866405
0.7 0.0095 0.73661 0.737008
0.8 0.0095 0.535179 0.535468
0.9 0.0095 0.28136 0.281512
1 0.0095 0 0

0 0.01 0 0
0.1 0.01 0.279975 0.280134
0.2 0.01 0.532544 0.532847
0.3 0.01 0.732984 0.733401
0.4 0.01 0.861674 0.862165
0.5 0.01 0.906018 0.906533
0.6 0.01 0.861674 0.862165
0.7 0.01 0.732984 0.733401
0.8 0.01 0.532544 0.532847
0.9 0.01 0.279975 0.280134
1 0.01 0 0

0 0.0105 0 0
0.1 0.0105 0.278597 0.278763
0.2 0.0105 0.529923 0.530239
0.3 0.0105 0.729376 0.729811
0.4 0.0105 0.857433 0.857945
0.5 0.0105 0.901558 0.902097
0.6 0.0105 0.857433 0.857945
0.7 0.0105 0.729376 0.729811
0.8 0.0105 0.529923 0.530239
0.9 0.0105 0.278597 0.278763
1 0.0105 0 0

0 0.011 0 0
0.1 0.011 0.277225 0.277399
0.2 0.011 0.527314 0.527644
0.3 0.011 0.725785 0.72624
0.4 0.011 0.853212 0.853746
0.5 0.011 0.89712 0.897681
0.6 0.011 0.853212 0.853746
0.7 0.011 0.725785 0.72624
0.8 0.011 0.527314 0.527644
0.9 0.011 0.277225 0.277399
1 0.011 0 0

0 0.0115 0 0
0.1 0.0115 0.275861 0.276041
0.2 0.0115 0.524718 0.525061
0.3 0.0115 0.722213 0.722685
0.4 0.0115 0.849012 0.849567
0.5 0.0115 0.892704 0.893288
0.6 0.0115 0.849012 0.849567
0.7 0.0115 0.722213 0.722685
0.8 0.0115 0.524718 0.525061
0.9 0.0115 0.275861 0.276041
1 0.0115 0 0

0 0.012 0 0
0.1 0.012 0.274503 0.27469
0.2 0.012 0.522135 0.522492
0.3 0.012 0.718657 0.719148
0.4 0.012 0.844832 0.845409
0.5 0.012 0.888309 0.888916
0.6 0.012 0.844832 0.845409
0.7 0.012 0.718657 0.719148
0.8 0.012 0.522135 0.522492
0.9 0.012 0.274503 0.27469
1 0.012 0 0

0 0.0125 0 0
0.1 0.0125 0.273151 0.273346
0.2 0.0125 0.519565 0.519934
0.3 0.0125 0.71512 0.715628
0.4 0.0125 0.840674 0.841271
0.5 0.0125 0.883936 0.884565
0.6 0.0125 0.840674 0.841271
0.7 0.0125 0.71512 0.715628
0.8 0.0125 0.519565 0.519934
0.9 0.0125 0.273151 0.273346
1 0.0125 0 0

0 0.013 0 0
0.1 0.013 0.271807 0.272008
0.2 0.013 0.517007 0.51739
0.3 0.013 0.711599 0.712126
0.4 0.013 0.836535 0.837154
0.5 0.013 0.879585 0.880236
0.6 0.013 0.836535 0.837154
0.7 0.013 0.711599 0.712126
0.8 0.013 0.517007 0.51739
0.9 0.013 0.271807 0.272008
1 0.013 0 0

0 0.0135 0 0
0.1 0.0135 0.270469 0.270677
0.2 0.0135 0.514462 0.514857
0.3 0.0135 0.708096 0.70864
0.4 0.0135 0.832417 0.833057
0.5 0.0135 0.875255 0.875928
0.6 0.0135 0.832417 0.833057
0.7 0.0135 0.708096 0.70864
0.8 0.0135 0.514462 0.514857
0.9 0.0135 0.270469 0.270677
1 0.0135 0 0

0 0.014 0 0
0.1 0.014 0.269137 0.269352
0.2 0.014 0.51193 0.512337
0.3 0.014 0.704611 0.705172
0.4 0.014 0.82832 0.828979
0.5 0.014 0.870947 0.87164
0.6 0.014 0.82832 0.828979
0.7 0.014 0.704611 0.705172
0.8 0.014 0.51193 0.512337
0.9 0.014 0.269137 0.269352
1 0.014 0 0

0 0.0145 0 0
0.1 0.0145 0.267812 0.268033
0.2 0.0145 0.50941 0.50983
0.3 0.0145 0.701142 0.701721
0.4 0.0145 0.824242 0.824922
0.5 0.0145 0.866659 0.867374
0.6 0.0145 0.824242 0.824922
0.7 0.0145 0.701142 0.701721
0.8 0.0145 0.50941 0.50983
0.9 0.0145 0.267812 0.268033
1 0.0145 0 0

0 0.015 0 0
0.1 0.015 0.266494 0.266722
0.2 0.015 0.506902 0.507335
0.3 0.015 0.697691 0.698286
0.4 0.015 0.820185 0.820885
0.5 0.015 0.862393 0.863129
0.6 0.015 0.820185 0.820885
0.7 0.015 0.697691 0.698286
0.8 0.015 0.506902 0.507335
0.9 0.015 0.266494 0.266722
1 0.015 0 0

0 0.0155 0 0
0.1 0.0155 0.265182 0.265416
0.2 0.0155 0.504407 0.504852
0.3 0.0155 0.694256 0.694868
0.4 0.0155 0.816147 0.816867
0.5 0.0155 0.858148 0.858905
0.6 0.0155 0.816147 0.816867
0.7 0.0155 0.694256 0.694868
0.8 0.0155 0.504407 0.504852
0.9 0.0155 0.265182 0.265416
1 0.0155 0 0

0 0.016 0 0
0.1 0.016 0.263877 0.264117
0.2 0.016 0.501924 0.502381
0.3 0.016 0.690839 0.691468
0.4 0.016 0.81213 0.812869
0.5 0.016 0.853923 0.854701
0.6 0.016 0.81213 0.812869
0.7 0.016 0.690839 0.691468
0.8 0.016 0.501924 0.502381
0.9 0.016 0.263877 0.264117
1 0.016 0 0

0 0.0165 0 0
0.1 0.0165 0.262578 0.262824
0.2 0.0165 0.499453 0.499922
0.3 0.0165 0.687438 0.688083
0.4 0.0165 0.808132 0.80889
0.5 0.0165 0.84972 0.850518
0.6 0.0165 0.808132 0.80889
0.7 0.0165 0.687438 0.688083
0.8 0.0165 0.499453 0.499922
0.9 0.0165 0.262578 0.262824
1 0.0165 0 0

0 0.017 0 0
0.1 0.017 0.261285 0.261538
0.2 0.017 0.496994 0.497475
0.3 0.017 0.684054 0.684716
0.4 0.017 0.804154 0.804931
0.5 0.017 0.845537 0.846355
0.6 0.017 0.804154 0.804931
0.7 0.017 0.684054 0.684716
0.8 0.017 0.496994 0.497475
0.9 0.017 0.261285 0.261538
1 0.017 0 0

0 0.0175 0 0
0.1 0.0175 0.259999 0.260258
0.2 0.0175 0.494548 0.49504
0.3 0.0175 0.680686 0.681364
0.4 0.0175 0.800195 0.800992
0.5 0.0175 0.841375 0.842213
0.6 0.0175 0.800195 0.800992
0.7 0.0175 0.680686 0.681364
0.8 0.0175 0.494548 0.49504
0.9 0.0175 0.259999 0.260258
1 0.0175 0 0

0 0.018 0 0
0.1 0.018 0.258719 0.258984
0.2 0.018 0.492113 0.492617
0.3 0.018 0.677336 0.678029
0.4 0.018 0.796256 0.797071
0.5 0.018 0.837233 0.838091
0.6 0.018 0.796256 0.797071
0.7 0.018 0.677336 0.678029
0.8 0.018 0.492113 0.492617
0.9 0.018 0.258719 0.258984
1 0.018 0 0

0 0.0185 0 0
0.1 0.0185 0.257446 0.257717
0.2 0.0185 0.489691 0.490206
0.3 0.0185 0.674001 0.674711
0.4 0.0185 0.792336 0.79317
0.5 0.0185 0.833112 0.833989
0.6 0.0185 0.792336 0.79317
0.7 0.0185 0.674001 0.674711
0.8 0.0185 0.489691 0.490206
0.9 0.0185 0.257446 0.257717
1 0.0185 0 0

0 0.019 0 0
0.1 0.019 0.256178 0.256455
0.2 0.019 0.48728 0.487807
0.3 0.019 0.670684 0.671409
0.4 0.019 0.788436 0.789288
0.5 0.019 0.82901 0.829907
0.6 0.019 0.788436 0.789288
0.7 0.019 0.670684 0.671409
0.8 0.019 0.48728 0.487807
0.9 0.019 0.256178 0.256455
1 0.019 0 0

0 0.0195 0 0
0.1 0.0195 0.254917 0.2552
0.2 0.0195 0.484881 0.485419
0.3 0.0195 0.667382 0.668123
0.4 0.0195 0.784555 0.785425
0.5 0.0195 0.82493 0.825845
0.6 0.0195 0.784555 0.785425
0.7 0.0195 0.667382 0.668123
0.8 0.0195 0.484881 0.485419
0.9 0.0195 0.254917 0.2552
1 0.0195 0 0

0 0.02 0 0
0.1 0.02 0.253662 0.253951
0.2 0.02 0.482495 0.483044
0.3 0.02 0.664097 0.664853
0.4 0.02 0.780693 0.781581
0.5 0.02 0.820869 0.821803
0.6 0.02 0.780693 0.781581
0.7 0.02 0.664097 0.664853
0.8 0.02 0.482495 0.483044
0.9 0.02 0.253662 0.253951
1 0.02 0 0

0 0.0205 0 0
0.1 0.0205 0.252414 0.252708
0.2 0.0205 0.480119 0.480679
0.3 0.0205 0.660828 0.661599
0.4 0.0205 0.776849 0.777756
0.5 0.0205 0.816828 0.817781
0.6 0.0205 0.776849 0.777756
0.7 0.0205 0.660828 0.661599
0.8 0.0205 0.480119 0.480679
0.9 0.0205 0.252414 0.252708
1 0.0205 0 0

0 0.021 0 0
0.1 0.021 0.251171 0.251471
0.2 0.021 0.477756 0.478327
0.3 0.021 0.657575 0.65836
0.4 0.021 0.773025 0.773949
0.5 0.021 0.812807 0.813778
0.6 0.021 0.773025 0.773949
0.7 0.021 0.657575 0.65836
0.8 0.021 0.477756 0.478327
0.9 0.021 0.251171 0.251471
1 0.021 0 0

0 0.0215 0 0
0.1 0.0215 0.249935 0.250241
0.2 0.0215 0.475404 0.475986
0.3 0.0215 0.654338 0.655138
0.4 0.0215 0.76922 0.770161
0.5 0.0215 0.808806 0.809795
0.6 0.0215 0.76922 0.770161
0.7 0.0215 0.654338 0.655138
0.8 0.0215 0.475404 0.475986
0.9 0.0215 0.249935 0.250241
1 0.0215 0 0

0 0.022 0 0
0.1 0.022 0.248704 0.249016
0.2 0.022 0.473064 0.473656
0.3 0.022 0.651117 0.651932
0.4 0.022 0.765433 0.766392
0.5 0.022 0.804824 0.805832
0.6 0.022 0.765433 0.766392
0.7 0.022 0.651117 0.651932
0.8 0.022 0.473064 0.473656
0.9 0.022 0.248704 0.249016
1 0.022 0 0

0 0.0225 0 0
0.1 0.0225 0.24748 0.247797
0.2 0.0225 0.470735 0.471338
0.3 0.0225 0.647911 0.648741
0.4 0.0225 0.761665 0.762641
0.5 0.0225 0.800862 0.801888
0.6 0.0225 0.761665 0.762641
0.7 0.0225 0.647911 0.648741
0.8 0.0225 0.470735 0.471338
0.9 0.0225 0.24748 0.247797
1 0.0225 0 0

0 0.023 0 0
0.1 0.023 0.246262 0.246584
0.2 0.023 0.468418 0.469031
0.3 0.023 0.644722 0.645566
0.4 0.023 0.757916 0.758908
0.5 0.023 0.79692 0.797963
0.6 0.023 0.757916 0.758908
0.7 0.023 0.644722 0.645566
0.8 0.023 0.468418 0.469031
0.9 0.023 0.246262 0.246584
1 0.023 0 0

0 0.0235 0 0
0.1 0.0235 0.24505 0.245377
0.2 0.0235 0.466112 0.466735
0.3 0.0235 0.641548 0.642406
0.4 0.0235 0.754185 0.755194
0.5 0.0235 0.792997 0.794058
0.6 0.0235 0.754185 0.755194
0.7 0.0235 0.641548 0.642406
0.8 0.0235 0.466112 0.466735
0.9 0.0235 0.24505 0.245377
1 0.0235 0 0

0 0.024 0 0
0.1 0.024 0.243843 0.244176
0.2 0.024 0.463818 0.464451
0.3 0.024 0.63839 0.639262
0.4 0.024 0.750472 0.751498
0.5 0.024 0.789093 0.790171
0.6 0.024 0.750472 0.751498
0.7 0.024 0.63839 0.639262
0.8 0.024 0.463818 0.464451
0.9 0.024 0.243843 0.244176
1 0.024 0 0

0 0.0245 0 0
0.1 0.0245 0.242643 0.242981
0.2 0.0245 0.461534 0.462178
0.3 0.0245 0.635247 0.636133
0.4 0.0245 0.746778 0.747819
0.5 0.0245 0.785209 0.786304
0.6 0.0245 0.746778 0.747819
0.7 0.0245 0.635247 0.636133
0.8 0.0245 0.461534 0.462178
0.9 0.0245 0.242643 0.242981
1 0.0245 0 0

0 0.025 0 0
0.1 0.025 0.241448 0.241792
0.2 0.025 0.459262 0.459916
0.3 0.025 0.63212 0.63302
0.4 0.025 0.743102 0.744159
0.5 0.025 0.781344 0.782455
0.6 0.025 0.743102 0.744159
0.7 0.025 0.63212 0.63302
0.8 0.025 0.459262 0.459916
0.9 0.025 0.241448 0.241792
1 0.025 0 0

0 0.0255 0 0
0.1 0.0255 0.24026 0.240609
0.2 0.0255 0.457002 0.457665
0.3 0.0255 0.629009 0.629922
0.4 0.0255 0.739444 0.740517
0.5 0.0255 0.777497 0.778626
0.6 0.0255 0.739444 0.740517
0.7 0.0255 0.629009 0.629922
0.8 0.0255 0.457002 0.457665
0.9 0.0255 0.24026 0.240609
1 0.0255 0 0

0 0.026 0 0
0.1 0.026 0.239077 0.239431
0.2 0.026 0.454752 0.455425
0.3 0.026 0.625912 0.626839
0.4 0.026 0.735804 0.736893
0.5 0.026 0.77367 0.774815
0.6 0.026 0.735804 0.736893
0.7 0.026 0.625912 0.626839
0.8 0.026 0.454752 0.455425
0.9 0.026 0.239077 0.239431
1 0.026 0 0

0 0.0265 0 0
0.1 0.0265 0.2379 0.238259
0.2 0.0265 0.452513 0.453196
0.3 0.0265 0.622831 0.623771
0.4 0.0265 0.732182 0.733286
0.5 0.0265 0.769862 0.771023
0.6 0.0265 0.732182 0.733286
0.7 0.0265 0.622831 0.623771
0.8 0.0265 0.452513 0.453196
0.9 0.0265 0.2379 0.238259
1 0.0265 0 0

0 0.027 0 0
0.1 0.027 0.236729 0.237093
0.2 0.027 0.450286 0.450978
0.3 0.027 0.619765 0.620718
0.4 0.027 0.728578 0.729697
0.5 0.027 0.766072 0.767249
0.6 0.027 0.728578 0.729697
0.7 0.027 0.619765 0.620718
0.8 0.027 0.450286 0.450978
0.9 0.027 0.236729 0.237093
1 0.027 0 0

0 0.0275 0 0
0.1 0.0275 0.235564 0.235933
0.2 0.0275 0.448069 0.44877
0.3 0.0275 0.616714 0.61768
0.4 0.0275 0.724991 0.726126
0.5 0.0275 0.762301 0.763494
0.6 0.0275 0.724991 0.726126
0.7 0.0275 0.616714 0.61768
0.8 0.0275 0.448069 0.44877
0.9 0.0275 0.235564 0.235933
1 0.0275 0 0

0 0.028 0 0
0.1 0.028 0.234404 0.234778
0.2 0.028 0.445863 0.446574
0.3 0.028 0.613678 0.614656
0.4 0.028 0.721422 0.722572
0.5 0.028 0.758548 0.759757
0.6 0.028 0.721422 0.722572
0.7 0.028 0.613678 0.614656
0.8 0.028 0.445863 0.446574
0.9 0.028 0.234404 0.234778
1 0.028 0 0

0 0.0285 0 0
0.1 0.0285 0.23325 0.233629
0.2 0.0285 0.443669 0.444388
0.3 0.0285 0.610657 0.611648
0.4 0.0285 0.717871 0.719035
0.5 0.0285 0.754814 0.756039
0.6 0.0285 0.717871 0.719035
0.7 0.0285 0.610657 0.611648
0.8 0.0285 0.443669 0.444388
0.9 0.0285 0.23325 0.233629
1 0.0285 0 0

0 0.029 0 0
0.1 0.029 0.232102 0.232485
0.2 0.029 0.441485 0.442213
0.3 0.029 0.607651 0.608654
0.4 0.029 0.714337 0.715516
0.5 0.029 0.751098 0.752338
0.6 0.029 0.714337 0.715516
0.7 0.029 0.607651 0.608654
0.8 0.029 0.441485 0.442213
0.9 0.029 0.232102 0.232485
1 0.029 0 0

0 0.0295 0 0
0.1 0.0295 0.23096 0.231347
0.2 0.0295 0.439311 0.440049
0.3 0.0295 0.60466 0.605676
0.4 0.0295 0.710821 0.712014
0.5 0.0295 0.747401 0.748656
0.6 0.0295 0.710821 0.712014
0.7 0.0295 0.60466 0.605676
0.8 0.0295 0.439311 0.440049
0.9 0.0295 0.23096 0.231347
1 0.0295 0 0

0 0.03 0 0
0.1 0.03 0.229823 0.230215
0.2 0.03 0.437149 0.437895
0.3 0.03 0.601684 0.602711
0.4 0.03 0.707322 0.708529
0.5 0.03 0.743722 0.744992
0.6 0.03 0.707322 0.708529
0.7 0.03 0.601684 0.602711
0.8 0.03 0.437149 0.437895
0.9 0.03 0.229823 0.230215
1 0.03 0 0

0 0.0305 0 0
0.1 0.0305 0.228691 0.229088
0.2 0.0305 0.434997 0.435752
0.3 0.0305 0.598722 0.599761
0.4 0.0305 0.70384 0.705062
0.5 0.0305 0.740061 0.741346
0.6 0.0305 0.70384 0.705062
0.7 0.0305 0.598722 0.599761
0.8 0.0305 0.434997 0.435752
0.9 0.0305 0.228691 0.229088
1 0.0305 0 0

0 0.031 0 0
0.1 0.031 0.227566 0.227967
0.2 0.031 0.432855 0.433619
0.3 0.031 0.595774 0.596826
0.4 0.031 0.700375 0.701611
0.5 0.031 0.736418 0.737717
0.6 0.031 0.700375 0.701611
0.7 0.031 0.595774 0.596826
0.8 0.031 0.432855 0.433619
0.9 0.031 0.227566 0.227967
1 0.031 0 0

0 0.0315 0 0
0.1 0.0315 0.226445 0.226851
0.2 0.0315 0.430725 0.431497
0.3 0.0315 0.592842 0.593905
0.4 0.0315 0.696927 0.698177
0.5 0.0315 0.732793 0.734107
0.6 0.0315 0.696927 0.698177
0.7 0.0315 0.592842 0.593905
0.8 0.0315 0.430725 0.431497
0.9 0.0315 0.226445 0.226851
1 0.0315 0 0

0 0.032 0 0
0.1 0.032 0.225331 0.225741
0.2 0.032 0.428604 0.429385
0.3 0.032 0.589923 0.590998
0.4 0.032 0.693496 0.69476
0.5 0.032 0.729185 0.730514
0.6 0.032 0.693496 0.69476
0.7 0.032 0.589923 0.590998
0.8 0.032 0.428604 0.429385
0.9 0.032 0.225331 0.225741
1 0.032 0 0

0 0.0325 0 0
0.1 0.0325 0.224221 0.224636
0.2 0.0325 0.426495 0.427284
0.3 0.0325 0.587019 0.588105
0.4 0.0325 0.690083 0.691359
0.5 0.0325 0.725596 0.726938
0.6 0.0325 0.690083 0.691359
0.7 0.0325 0.587019 0.588105
0.8 0.0325 0.426495 0.427284
0.9 0.0325 0.224221 0.224636
1 0.0325 0 0

0 0.033 0 0
0.1 0.033 0.223118 0.223537
0.2 0.033 0.424395 0.425192
0.3 0.033 0.58413 0.585227
0.4 0.033 0.686686 0.687976
0.5 0.033 0.722024 0.72338
0.6 0.033 0.686686 0.687976
0.7 0.033 0.58413 0.585227
0.8 0.033 0.424395 0.425192
0.9 0.033 0.223118 0.223537
1 0.033 0 0

0 0.0335 0 0
0.1 0.0335 0.222019 0.222443
0.2 0.0335 0.422306 0.423111
0.3 0.0335 0.581254 0.582363
0.4 0.0335 0.683305 0.684608
0.5 0.0335 0.71847 0.71984
0.6 0.0335 0.683305 0.684608
0.7 0.0335 0.581254 0.582363
0.8 0.0335 0.422306 0.423111
0.9 0.0335 0.222019 0.222443
1 0.0335 0 0

0 0.034 0 0
0.1 0.034 0.220926 0.221354
0.2 0.034 0.420227 0.42104
0.3 0.034 0.578393 0.579512
0.4 0.034 0.679942 0.681258
0.5 0.034 0.714933 0.716317
0.6 0.034 0.679942 0.681258
0.7 0.034 0.578393 0.579512
0.8 0.034 0.420227 0.42104
0.9 0.034 0.220926 0.221354
1 0.034 0 0

0 0.0345 0 0
0.1 0.0345 0.219839 0.220271
0.2 0.0345 0.418158 0.41898
0.3 0.0345 0.575546 0.576676
0.4 0.0345 0.676595 0.677923
0.5 0.0345 0.711414 0.712811
0.6 0.0345 0.676595 0.677923
0.7 0.0345 0.575546 0.576676
0.8 0.0345 0.418158 0.41898
0.9 0.0345 0.219839 0.220271
1 0.0345 0 0

0 0.035 0 0
0.1 0.035 0.218757 0.219193
0.2 0.035 0.4161 0.416929
0.3 0.035 0.572712 0.573854
0.4 0.035 0.673264 0.674605
0.5 0.035 0.707912 0.709322
0.6 0.035 0.673264 0.674605
0.7 0.035 0.572712 0.573854
0.8 0.035 0.4161 0.416929
0.9 0.035 0.218757 0.219193
1 0.035 0 0

0 0.0355 0 0
0.1 0.0355 0.21768 0.21812
0.2 0.0355 0.414052 0.414888
0.3 0.0355 0.569893 0.571045
0.4 0.0355 0.66995 0.671304
0.5 0.0355 0.704427 0.70585
0.6 0.0355 0.66995 0.671304
0.7 0.0355 0.569893 0.571045
0.8 0.0355 0.414052 0.414888
0.9 0.0355 0.21768 0.21812
1 0.0355 0 0

0 0.036 0 0
0.1 0.036 0.216608 0.217052
0.2 0.036 0.412013 0.412858
0.3 0.036 0.567088 0.56825
0.4 0.036 0.666652 0.668018
0.5 0.036 0.700959 0.702396
0.6 0.036 0.666652 0.668018
0.7 0.036 0.567088 0.56825
0.8 0.036 0.412013 0.412858
0.9 0.036 0.216608 0.217052
1 0.036 0 0

0 0.0365 0 0
0.1 0.0365 0.215542 0.21599
0.2 0.0365 0.409985 0.410837
0.3 0.0365 0.564296 0.565469
0.4 0.0365 0.66337 0.664749
0.5 0.0365 0.697509 0.698958
0.6 0.0365 0.66337 0.664749
0.7 0.0365 0.564296 0.565469
0.8 0.0365 0.409985 0.410837
0.9 0.0365 0.215542 0.21599
1 0.0365 0 0

0 0.037 0 0
0.1 0.037 0.214481 0.214933
0.2 0.037 0.407967 0.408826
